,Mean,Median,RF,ExtraTrees,GradBoost,AdaBoost,GP,ElasticNet,MLP,MLP_big
0,,,0.02428649034381561,0.05357813773231838,0.02340668850582344,0.08504303706448986,,0.0,,
1,,,0.08786186673148978,0.01508185919847237,0.0533541120202982,0.03407912497959052,,-0.0,,
2,,,0.0566172776813473,0.05012103005517595,0.09225470356625072,0.016051620000759187,,0.0,,
3,,,0.0028882710104703407,0.03195817882507597,0.05190579699467177,0.0233041234743473,,-0.0,,
4,,,0.002653288120942834,0.060202026573593095,0.009873132012075899,0.0,,0.0,,
5,,,0.01184655369391872,0.022452134696202837,0.02366715566627953,0.002834179459286101,,-0.0,,
6,,,0.0,0.0,0.0,0.0,,0.0,,
7,,,0.0,0.0,0.0,0.0,,0.0,,
8,,,0.1074227890135773,0.05799442740331319,0.11256782031256075,0.22412409780839454,,0.0,,
9,,,0.05066920242977522,0.020710917177594806,0.006603939436289799,0.04620899211349259,,-0.0,,
10,,,0.01581609315102777,0.041842153465333966,0.01637907118570849,0.052555327876627034,,0.0,,
11,,,0.05956060284882494,0.09495891808819076,0.018628042350041358,0.07059017076499971,,-0.0,,
12,,,0.0,0.0,0.0,0.0,,0.0,,
13,,,0.0,0.0,0.0,0.0,,0.0,,
14,,,0.011524049082601028,0.055121012626826046,0.02775755362744933,0.0,,0.0,,
15,,,0.04126072027492394,0.038925067369574004,0.017530134795166068,0.008851833102309001,,-0.0,,
16,,,0.0,0.0,0.0,0.0,,0.0,,
17,,,0.0,0.0,0.0,0.0,,0.0,,
18,,,0.02106236635277462,0.06777044693756243,0.022890286947648233,0.0,,0.0,,
19,,,0.000982453628812699,0.03526706818504224,0.008574255214897727,0.0,,-0.0,,
20,,,0.08564877041497988,0.05250608645621193,0.13520611024215007,0.12664799125740972,,0.0,,
21,,,0.005706065618811438,0.048427119069270996,0.056011358669529915,0.0019290164245914507,,-0.0,,
22,,,0.030160810026728786,0.032988057544633034,0.061440116009943556,0.02320560324887005,,0.029107157681265525,,
23,,,0.06550584771772039,0.020252252200323506,0.051402823660671816,0.07491576550153049,,-0.0,,
24,,,0.00016237041615403097,0.05276416620805775,0.0018435769897187247,0.0,,-0.0,,
25,,,0.318065642423254,0.09517255618254492,0.20685070520199955,0.20965911692330239,,0.0014153996104512485,,
26,,,0.00029846901804939866,0.051906384004681824,0.0018526165908250443,0.0,,-0.00013431686511484735,,
