,Random,Trivial,RF,AdaBoost,GradBoost,LogisticReg,MLP-big
0,,,0.0217951934088459,0.017493690191313454,0.009166558199988751,-0.021769478560725686,
1,,,0.017886131660317713,0.035256198301723427,0.013898559563268298,0.020426681102039268,
2,,,0.002427171116837498,0.006000535314472974,0.0015043673072767055,0.001386464079590658,
3,,,0.00553095230945135,0.0009526235987755236,0.007456080472286182,-0.0020763375843595878,
4,,,0.025254993678984972,0.0017130965640968481,0.0,0.02067829446216344,
5,,,0.026103988387576948,0.02994769470040466,0.012581322149451788,-0.004360263564543434,
6,,,0.05649153067200159,0.0,0.0,-0.010087423165360888,
7,,,0.01521127564052529,0.0052721625282205285,0.012608598524843336,-0.0023275670008799975,
8,,,0.004236597947965652,0.0,0.0,0.00624750440421823,
9,,,0.002496309858018524,0.0,0.0,0.0007051304958745383,
10,,,0.0,0.0,0.0,-0.000875063281685504,
11,,,0.04617382678739087,0.011268797566125578,0.008961395849190189,-0.007131484662891116,
12,,,0.048136113423542196,0.0039942565770711876,0.0,-0.00881119926341827,
13,,,0.018647412993755195,0.008141236172567502,0.0024735763938532824,0.0003006245649076462,
14,,,0.0029835089152817967,0.0,0.0,0.006252749564197916,
15,,,0.002484594038166371,0.005639776147990138,0.005001159543897498,0.001420232803370049,
16,,,0.00896681289858699,0.002297750243888358,0.0,-0.0047377381915867794,
17,,,0.019777762976624196,0.017750777521619333,0.033873386132408895,0.004504058334548799,
18,,,0.0,0.0,0.0,-0.0031699708365006494,
19,,,0.0,0.0,0.0,-0.0006488804555454729,
20,,,0.0,0.0,0.0,-0.00027934524227201513,
21,,,0.0,0.0,0.0,-0.00027934524227201513,
22,,,0.0,0.0,0.0,-1.7281430333915467e-05,
23,,,0.0,0.0,0.0,-0.0028040456030728766,
24,,,0.023760919545135355,0.023385984951028355,0.026902036130976314,-0.02184650665371396,
25,,,0.011469196038492125,0.04243614447886028,0.02815828551342296,0.02135387606036428,
26,,,0.004884714822264095,0.0032779476848497136,0.004351894181567214,0.004342208500203125,
27,,,0.0,0.023977130789919775,0.0027276880484622913,-0.0014660331643507605,
28,,,0.0,0.011080405544081382,0.0011110006922521209,0.017086839579791246,
29,,,0.022336124847328533,0.010958391744600584,0.020629270633714024,0.007769988230832999,
30,,,0.030935097832127702,0.01737002078507906,0.030256572269733096,-0.007329091288009864,
31,,,0.011499549324739775,0.02558527313722238,0.027185075352050295,0.0023860924711275244,
32,,,0.002003523629272305,0.016090079344780756,0.0,0.003031915830425045,
33,,,0.01063396523942382,0.0014589393379481081,0.00881763102997663,0.0011043664107887544,
34,,,0.0,0.0,0.0,-0.000984407741819929,
35,,,0.03276953051523161,0.0017979376834634023,0.0,-0.005529254588039625,
36,,,0.0,0.0,0.0,-0.0006872370846089003,
37,,,0.0,0.0,0.0,-0.0009418405747797718,
38,,,0.0,0.0,0.0,-0.00030291613308781727,
39,,,0.0,0.0,0.0,-0.0004367245299926625,
40,,,0.0,0.0,0.0,-4.886328876085956e-05,
41,,,0.0,0.0,0.0,-0.0002120686666243084,
42,,,0.0412381536137632,0.04640287226873727,0.07803706764866632,-0.027607806931601874,
43,,,0.013987090746867348,0.051480260267402,0.05519177572941588,0.0015062657266153156,
44,,,0.007538749931294583,0.022910243237512264,0.01649396229379215,0.01477602447726979,
45,,,0.007363232951395807,0.0175255662704617,0.022172889851768,0.009294896706379844,
46,,,0.013203758693122302,0.017967532981243553,0.011685133496982953,-0.02611339741423964,
47,,,0.01692931359625699,0.03202461555927613,0.03138800939958212,0.013436477945307283,
48,,,0.0,0.0,0.0,-0.001975845108813457,
49,,,0.0,0.0,0.0,2.1853209115590525e-05,
50,,,0.0,0.0,0.0,-0.00027359841403303106,
51,,,0.0,0.0,0.0,-0.00010864847259563565,
52,,,0.0,0.0,0.0,-2.0476971218243227e-05,
53,,,0.0,0.0,0.0,-0.0029644078067784987,
54,,,0.04333306270193247,0.0036933810378742904,0.009058543489780196,-0.009019688097841006,
55,,,0.008701609836182098,0.013293148436513472,0.0,0.0008104650965401621,
56,,,0.0,0.0,0.0,0.005739971740060099,
57,,,0.0006999298676855986,0.004873800312790587,0.0,0.00044894494498332483,
58,,,0.005684125187078771,0.0,0.0,-0.007538648601505858,
59,,,0.02227573263664021,0.0,0.014263547623173677,-0.0001311534622321421,
60,,,0.01890738206722728,0.033902651737223385,0.0517555269657928,-0.007410350618928808,
61,,,0.01651264852762573,0.03944197497744219,0.023712391833332326,0.006242964986292337,
62,,,0.0037778819496127533,0.038832317309319145,0.02351186454025757,0.0007468031763660652,
63,,,0.00611188989379856,0.024874991992422695,0.03674183594202557,-0.00155759135636506,
64,,,0.018302006636864588,0.025417349360593054,0.032437445554009424,0.0020078756448074185,
65,,,0.03393586514193005,0.040606840279181176,0.04556948142791241,-0.003152287792028025,
66,,,0.08179669251317247,0.018320923151039892,0.00019187723949858188,-0.1309796305682776,
67,,,0.018109760243721157,0.011645447345490084,0.06292401351803184,0.04573280851762992,
68,,,0.007338955985094464,0.01999955225922336,0.011976045279608768,0.033185245831072005,
69,,,0.0020100020664984724,0.01302382042820644,0.00013529209631132203,0.00880870892435957,
70,,,0.010476036673725443,0.0111501342406021,0.006277669575433068,-0.03566737213003478,
71,,,0.03498867133638951,0.013534222533607787,0.026105572008827103,0.07961778562770158,
72,,,0.0211047010589357,0.0199877754657663,0.015839203190967033,0.0017684724878095995,
73,,,0.03476560664895133,0.14865805695974446,0.16597206913965598,0.0001653557825603841,
74,,,0.03601034098634477,0.007285670678223388,0.0008943241665548944,0.0011308270023867408,
