ebl,ibl,gtop,itop,count
50,0.0700000000000003,"(4,(3,(1,2)));","(4,(3,(1,2)));",4788
50,0.109999999999999,"(4,(1,(2,3)));","(4,(1,(2,3)));",3
50,0.109999999999999,"(4,(1,(2,3)));","(4,(2,(1,3)));",5
50,0.109999999999999,"(4,(1,(2,3)));","(4,(3,(1,2)));",261
50,0.109999999999999,"(4,(2,(1,3)));","(4,(1,(2,3)));",4
50,0.109999999999999,"(4,(2,(1,3)));","(4,(2,(1,3)));",4
50,0.109999999999999,"(4,(2,(1,3)));","(4,(3,(1,2)));",278
50,0.109999999999999,"(4,(3,(1,2)));","(4,(1,(2,3)));",10
50,0.109999999999999,"(4,(3,(1,2)));","(4,(2,(1,3)));",13
50,0.109999999999999,"(4,(3,(1,2)));","(4,(3,(1,2)));",512
50,0.149999999999999,"(4,(1,(2,3)));","(4,(1,(2,3)));",1497
50,0.149999999999999,"(4,(1,(2,3)));","(4,(2,(1,3)));",1488
50,0.149999999999999,"(4,(1,(2,3)));","(4,(3,(1,2)));",2165
50,0.149999999999999,"(4,(2,(1,3)));","(4,(1,(2,3)));",1363
50,0.149999999999999,"(4,(2,(1,3)));","(4,(2,(1,3)));",1377
50,0.149999999999999,"(4,(2,(1,3)));","(4,(3,(1,2)));",2136
50,0.149999999999999,"(4,(3,(1,2)));","(4,(1,(2,3)));",2928
50,0.149999999999999,"(4,(3,(1,2)));","(4,(2,(1,3)));",2840
50,0.149999999999999,"(4,(3,(1,2)));","(4,(3,(1,2)));",4206
50,0.174999999999997,"(4,(1,(2,3)));","(4,(1,(2,3)));",833
50,0.174999999999997,"(4,(1,(2,3)));","(4,(2,(1,3)));",792
50,0.174999999999997,"(4,(1,(2,3)));","(4,(3,(1,2)));",3271
50,0.174999999999997,"(4,(2,(1,3)));","(4,(1,(2,3)));",778
50,0.174999999999997,"(4,(2,(1,3)));","(4,(2,(1,3)));",776
50,0.174999999999997,"(4,(2,(1,3)));","(4,(3,(1,2)));",3096
50,0.174999999999997,"(4,(3,(1,2)));","(4,(1,(2,3)));",1800
50,0.174999999999997,"(4,(3,(1,2)));","(4,(2,(1,3)));",1727
50,0.174999999999997,"(4,(3,(1,2)));","(4,(3,(1,2)));",6927
50,0.0300000000000011,"(4,(1,(2,3)));","(4,(1,(2,3)));",1098
50,0.0300000000000011,"(4,(1,(2,3)));","(4,(2,(1,3)));",1055
50,0.0300000000000011,"(4,(1,(2,3)));","(4,(3,(1,2)));",2742
50,0.0300000000000011,"(4,(2,(1,3)));","(4,(1,(2,3)));",1126
50,0.0300000000000011,"(4,(2,(1,3)));","(4,(2,(1,3)));",1058
50,0.0300000000000011,"(4,(2,(1,3)));","(4,(3,(1,2)));",2732
50,0.0300000000000011,"(4,(3,(1,2)));","(4,(1,(2,3)));",1314
50,0.0300000000000011,"(4,(3,(1,2)));","(4,(2,(1,3)));",1229
50,0.0300000000000011,"(4,(3,(1,2)));","(4,(3,(1,2)));",3200
50,0.0600000000000023,"(4,(1,(2,3)));","(4,(1,(2,3)));",2102
50,0.0600000000000023,"(4,(1,(2,3)));","(4,(2,(1,3)));",1957
50,0.0600000000000023,"(4,(1,(2,3)));","(4,(3,(1,2)));",3558
50,0.0600000000000023,"(4,(2,(1,3)));","(4,(1,(2,3)));",2110
50,0.0600000000000023,"(4,(2,(1,3)));","(4,(2,(1,3)));",2051
50,0.0600000000000023,"(4,(2,(1,3)));","(4,(3,(1,2)));",3620
50,0.0600000000000023,"(4,(3,(1,2)));","(4,(1,(2,3)));",2711
50,0.0600000000000023,"(4,(3,(1,2)));","(4,(2,(1,3)));",2769
50,0.0600000000000023,"(4,(3,(1,2)));","(4,(3,(1,2)));",4783
50,0.0900000000000034,"(4,(1,(2,3)));","(4,(1,(2,3)));",778
50,0.0900000000000034,"(4,(1,(2,3)));","(4,(2,(1,3)));",785
50,0.0900000000000034,"(4,(1,(2,3)));","(4,(3,(1,2)));",5697
50,0.0900000000000034,"(4,(2,(1,3)));","(4,(1,(2,3)));",796
50,0.0900000000000034,"(4,(2,(1,3)));","(4,(2,(1,3)));",754
50,0.0900000000000034,"(4,(2,(1,3)));","(4,(3,(1,2)));",5714
50,0.0900000000000034,"(4,(3,(1,2)));","(4,(1,(2,3)));",1168
50,0.0900000000000034,"(4,(3,(1,2)));","(4,(2,(1,3)));",1239
50,0.0900000000000034,"(4,(3,(1,2)));","(4,(3,(1,2)));",8943
50,0.159999999999997,"(4,(1,(2,3)));","(4,(3,(1,2)));",1178
50,0.159999999999997,"(4,(2,(1,3)));","(4,(3,(1,2)));",1196
50,0.159999999999997,"(4,(3,(1,2)));","(4,(3,(1,2)));",2626
50,0.5,"(4,(1,(2,3)));","(4,(1,(2,3)));",466
50,0.5,"(4,(1,(2,3)));","(4,(2,(1,3)));",477
50,0.5,"(4,(1,(2,3)));","(4,(3,(1,2)));",659
50,0.5,"(4,(2,(1,3)));","(4,(1,(2,3)));",442
50,0.5,"(4,(2,(1,3)));","(4,(2,(1,3)));",467
50,0.5,"(4,(2,(1,3)));","(4,(3,(1,2)));",637
50,0.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",2950
50,0.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",2966
50,0.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",3860
50,1.5,"(4,(1,(2,3)));","(4,(1,(2,3)));",88
50,1.5,"(4,(1,(2,3)));","(4,(2,(1,3)));",90
50,1.5,"(4,(1,(2,3)));","(4,(3,(1,2)));",91
50,1.5,"(4,(2,(1,3)));","(4,(1,(2,3)));",72
50,1.5,"(4,(2,(1,3)));","(4,(2,(1,3)));",64
50,1.5,"(4,(2,(1,3)));","(4,(3,(1,2)));",87
50,1.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",4734
50,1.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",4626
50,1.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",5714
50,2,"(4,(1,(2,3)));","(4,(1,(2,3)));",38
50,2,"(4,(1,(2,3)));","(4,(2,(1,3)));",39
50,2,"(4,(1,(2,3)));","(4,(3,(1,2)));",73
50,2,"(4,(2,(1,3)));","(4,(1,(2,3)));",43
50,2,"(4,(2,(1,3)));","(4,(2,(1,3)));",34
50,2,"(4,(2,(1,3)));","(4,(3,(1,2)));",85
50,2,"(4,(3,(1,2)));","(4,(1,(2,3)));",6969
50,2,"(4,(3,(1,2)));","(4,(2,(1,3)));",6900
50,2,"(4,(3,(1,2)));","(4,(3,(1,2)));",15819
50,2.5,"(4,(1,(2,3)));","(4,(1,(2,3)));",3
50,2.5,"(4,(1,(2,3)));","(4,(2,(1,3)));",3
50,2.5,"(4,(1,(2,3)));","(4,(3,(1,2)));",23
50,2.5,"(4,(2,(1,3)));","(4,(1,(2,3)));",9
50,2.5,"(4,(2,(1,3)));","(4,(2,(1,3)));",5
50,2.5,"(4,(2,(1,3)));","(4,(3,(1,2)));",27
50,2.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",2434
50,2.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",2459
50,2.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",12007
50,3,"(4,(1,(2,3)));","(4,(3,(1,2)));",2
50,3,"(4,(2,(1,3)));","(4,(1,(2,3)));",5
50,3,"(4,(2,(1,3)));","(4,(2,(1,3)));",3
50,3,"(4,(2,(1,3)));","(4,(3,(1,2)));",7
50,3,"(4,(3,(1,2)));","(4,(1,(2,3)));",3254
50,3,"(4,(3,(1,2)));","(4,(2,(1,3)));",3288
50,3,"(4,(3,(1,2)));","(4,(3,(1,2)));",4530
50,3.5,"(4,(2,(1,3)));","(4,(1,(2,3)));",1
50,3.5,"(4,(2,(1,3)));","(4,(2,(1,3)));",2
50,3.5,"(4,(2,(1,3)));","(4,(3,(1,2)));",1
50,3.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",3840
50,3.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",3750
50,3.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",7564
50,4,"(4,(3,(1,2)));","(4,(1,(2,3)));",4343
50,4,"(4,(3,(1,2)));","(4,(2,(1,3)));",4420
50,4,"(4,(3,(1,2)));","(4,(3,(1,2)));",14725
50,6,"(4,(3,(1,2)));","(4,(1,(2,3)));",6707
50,6,"(4,(3,(1,2)));","(4,(2,(1,3)));",6539
50,6,"(4,(3,(1,2)));","(4,(3,(1,2)));",26754
50,6.5,"(4,(1,(2,3)));","(4,(1,(2,3)));",1
50,6.5,"(4,(1,(2,3)));","(4,(2,(1,3)));",1
50,6.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",5027
50,6.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",4907
50,6.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",10064
50,9.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",4729
50,9.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",4588
50,9.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",10683
50,10,"(4,(3,(1,2)));","(4,(1,(2,3)));",3998
50,10,"(4,(3,(1,2)));","(4,(2,(1,3)));",3848
50,10,"(4,(3,(1,2)));","(4,(3,(1,2)));",7154
50,11,"(4,(3,(1,2)));","(4,(1,(2,3)));",4480
50,11,"(4,(3,(1,2)));","(4,(2,(1,3)));",4386
50,11,"(4,(3,(1,2)));","(4,(3,(1,2)));",11134
50,12,"(4,(3,(1,2)));","(4,(1,(2,3)));",5075
50,12,"(4,(3,(1,2)));","(4,(2,(1,3)));",4872
50,12,"(4,(3,(1,2)));","(4,(3,(1,2)));",5053
50,13,"(4,(3,(1,2)));","(4,(1,(2,3)));",2656
50,13,"(4,(3,(1,2)));","(4,(2,(1,3)));",2526
50,13,"(4,(3,(1,2)));","(4,(3,(1,2)));",9818
50,0.0200000000000031,"(4,(1,(2,3)));","(4,(1,(2,3)));",3282
50,0.0200000000000031,"(4,(1,(2,3)));","(4,(2,(1,3)));",3433
50,0.0200000000000031,"(4,(1,(2,3)));","(4,(3,(1,2)));",7619
50,0.0200000000000031,"(4,(2,(1,3)));","(4,(1,(2,3)));",3330
50,0.0200000000000031,"(4,(2,(1,3)));","(4,(2,(1,3)));",3299
50,0.0200000000000031,"(4,(2,(1,3)));","(4,(3,(1,2)));",7529
50,0.0200000000000031,"(4,(3,(1,2)));","(4,(1,(2,3)));",3974
50,0.0200000000000031,"(4,(3,(1,2)));","(4,(2,(1,3)));",3848
50,0.0200000000000031,"(4,(3,(1,2)));","(4,(3,(1,2)));",8933
50,0.0799999999999983,"(4,(1,(2,3)));","(4,(1,(2,3)));",461
50,0.0799999999999983,"(4,(1,(2,3)));","(4,(2,(1,3)));",483
50,0.0799999999999983,"(4,(1,(2,3)));","(4,(3,(1,2)));",485
50,0.0799999999999983,"(4,(2,(1,3)));","(4,(1,(2,3)));",496
50,0.0799999999999983,"(4,(2,(1,3)));","(4,(2,(1,3)));",435
50,0.0799999999999983,"(4,(2,(1,3)));","(4,(3,(1,2)));",467
50,0.0799999999999983,"(4,(3,(1,2)));","(4,(1,(2,3)));",722
50,0.0799999999999983,"(4,(3,(1,2)));","(4,(2,(1,3)));",736
50,0.0799999999999983,"(4,(3,(1,2)));","(4,(3,(1,2)));",715
50,0.100000000000001,"(4,(1,(2,3)));","(4,(1,(2,3)));",564
50,0.100000000000001,"(4,(1,(2,3)));","(4,(2,(1,3)));",579
50,0.100000000000001,"(4,(1,(2,3)));","(4,(3,(1,2)));",1478
50,0.100000000000001,"(4,(2,(1,3)));","(4,(1,(2,3)));",553
50,0.100000000000001,"(4,(2,(1,3)));","(4,(2,(1,3)));",573
50,0.100000000000001,"(4,(2,(1,3)));","(4,(3,(1,2)));",1394
50,0.100000000000001,"(4,(3,(1,2)));","(4,(1,(2,3)));",936
50,0.100000000000001,"(4,(3,(1,2)));","(4,(2,(1,3)));",963
50,0.100000000000001,"(4,(3,(1,2)));","(4,(3,(1,2)));",2401
50,0.119999999999997,"(4,(1,(2,3)));","(4,(1,(2,3)));",430
50,0.119999999999997,"(4,(1,(2,3)));","(4,(2,(1,3)));",440
50,0.119999999999997,"(4,(1,(2,3)));","(4,(3,(1,2)));",458
50,0.119999999999997,"(4,(2,(1,3)));","(4,(1,(2,3)));",416
50,0.119999999999997,"(4,(2,(1,3)));","(4,(2,(1,3)));",435
50,0.119999999999997,"(4,(2,(1,3)));","(4,(3,(1,2)));",418
50,0.119999999999997,"(4,(3,(1,2)));","(4,(1,(2,3)));",797
50,0.119999999999997,"(4,(3,(1,2)));","(4,(2,(1,3)));",762
50,0.119999999999997,"(4,(3,(1,2)));","(4,(3,(1,2)));",844
50,0.140000000000001,"(4,(1,(2,3)));","(4,(1,(2,3)));",206
50,0.140000000000001,"(4,(1,(2,3)));","(4,(2,(1,3)));",177
50,0.140000000000001,"(4,(1,(2,3)));","(4,(3,(1,2)));",212
50,0.140000000000001,"(4,(2,(1,3)));","(4,(1,(2,3)));",217
50,0.140000000000001,"(4,(2,(1,3)));","(4,(2,(1,3)));",208
50,0.140000000000001,"(4,(2,(1,3)));","(4,(3,(1,2)));",207
50,0.140000000000001,"(4,(3,(1,2)));","(4,(1,(2,3)));",401
50,0.140000000000001,"(4,(3,(1,2)));","(4,(2,(1,3)));",434
50,0.140000000000001,"(4,(3,(1,2)));","(4,(3,(1,2)));",432
50,0.18,"(4,(1,(2,3)));","(4,(1,(2,3)));",2681
50,0.18,"(4,(1,(2,3)));","(4,(2,(1,3)));",2630
50,0.18,"(4,(1,(2,3)));","(4,(3,(1,2)));",6215
50,0.18,"(4,(2,(1,3)));","(4,(1,(2,3)));",2721
50,0.18,"(4,(2,(1,3)));","(4,(2,(1,3)));",2635
50,0.18,"(4,(2,(1,3)));","(4,(3,(1,2)));",6296
50,0.18,"(4,(3,(1,2)));","(4,(1,(2,3)));",6513
50,0.18,"(4,(3,(1,2)));","(4,(2,(1,3)));",6172
50,0.18,"(4,(3,(1,2)));","(4,(3,(1,2)));",14564
50,0.200000000000003,"(4,(1,(2,3)));","(4,(1,(2,3)));",441
50,0.200000000000003,"(4,(1,(2,3)));","(4,(2,(1,3)));",492
50,0.200000000000003,"(4,(1,(2,3)));","(4,(3,(1,2)));",2572
50,0.200000000000003,"(4,(2,(1,3)));","(4,(1,(2,3)));",480
50,0.200000000000003,"(4,(2,(1,3)));","(4,(2,(1,3)));",483
50,0.200000000000003,"(4,(2,(1,3)));","(4,(3,(1,2)));",2516
50,0.200000000000003,"(4,(3,(1,2)));","(4,(1,(2,3)));",1133
50,0.200000000000003,"(4,(3,(1,2)));","(4,(2,(1,3)));",1108
50,0.200000000000003,"(4,(3,(1,2)));","(4,(3,(1,2)));",6194
60,0.0399999999999991,"(4,(1,(2,3)));","(4,(1,(2,3)));",1379
60,0.0399999999999991,"(4,(1,(2,3)));","(4,(2,(1,3)));",1353
60,0.0399999999999991,"(4,(1,(2,3)));","(4,(3,(1,2)));",4387
60,0.0399999999999991,"(4,(2,(1,3)));","(4,(1,(2,3)));",1390
60,0.0399999999999991,"(4,(2,(1,3)));","(4,(2,(1,3)));",1361
60,0.0399999999999991,"(4,(2,(1,3)));","(4,(3,(1,2)));",4165
60,0.0399999999999991,"(4,(3,(1,2)));","(4,(1,(2,3)));",1827
60,0.0399999999999991,"(4,(3,(1,2)));","(4,(2,(1,3)));",1758
60,0.0399999999999991,"(4,(3,(1,2)));","(4,(3,(1,2)));",5447
60,0.109999999999999,"(4,(1,(2,3)));","(4,(1,(2,3)));",49
60,0.109999999999999,"(4,(1,(2,3)));","(4,(2,(1,3)));",35
60,0.109999999999999,"(4,(1,(2,3)));","(4,(3,(1,2)));",38
60,0.109999999999999,"(4,(2,(1,3)));","(4,(1,(2,3)));",49
60,0.109999999999999,"(4,(2,(1,3)));","(4,(2,(1,3)));",45
60,0.109999999999999,"(4,(2,(1,3)));","(4,(3,(1,2)));",44
60,0.109999999999999,"(4,(3,(1,2)));","(4,(1,(2,3)));",67
60,0.109999999999999,"(4,(3,(1,2)));","(4,(2,(1,3)));",65
60,0.109999999999999,"(4,(3,(1,2)));","(4,(3,(1,2)));",91
60,0.130000000000003,"(4,(1,(2,3)));","(4,(1,(2,3)));",1000
60,0.130000000000003,"(4,(1,(2,3)));","(4,(2,(1,3)));",1006
60,0.130000000000003,"(4,(1,(2,3)));","(4,(3,(1,2)));",1072
60,0.130000000000003,"(4,(2,(1,3)));","(4,(1,(2,3)));",937
60,0.130000000000003,"(4,(2,(1,3)));","(4,(2,(1,3)));",942
60,0.130000000000003,"(4,(2,(1,3)));","(4,(3,(1,2)));",1041
60,0.130000000000003,"(4,(3,(1,2)));","(4,(1,(2,3)));",1791
60,0.130000000000003,"(4,(3,(1,2)));","(4,(2,(1,3)));",1709
60,0.130000000000003,"(4,(3,(1,2)));","(4,(3,(1,2)));",1950
60,0.149999999999999,"(4,(1,(2,3)));","(4,(1,(2,3)));",743
60,0.149999999999999,"(4,(1,(2,3)));","(4,(2,(1,3)));",824
60,0.149999999999999,"(4,(1,(2,3)));","(4,(3,(1,2)));",959
60,0.149999999999999,"(4,(2,(1,3)));","(4,(1,(2,3)));",784
60,0.149999999999999,"(4,(2,(1,3)));","(4,(2,(1,3)));",741
60,0.149999999999999,"(4,(2,(1,3)));","(4,(3,(1,2)));",1032
60,0.149999999999999,"(4,(3,(1,2)));","(4,(1,(2,3)));",1571
60,0.149999999999999,"(4,(3,(1,2)));","(4,(2,(1,3)));",1494
60,0.149999999999999,"(4,(3,(1,2)));","(4,(3,(1,2)));",2041
60,0.170000000000002,"(4,(1,(2,3)));","(4,(1,(2,3)));",1531
60,0.170000000000002,"(4,(1,(2,3)));","(4,(2,(1,3)));",1500
60,0.170000000000002,"(4,(1,(2,3)));","(4,(3,(1,2)));",2353
60,0.170000000000002,"(4,(2,(1,3)));","(4,(1,(2,3)));",1593
60,0.170000000000002,"(4,(2,(1,3)));","(4,(2,(1,3)));",1562
60,0.170000000000002,"(4,(2,(1,3)));","(4,(3,(1,2)));",2517
60,0.170000000000002,"(4,(3,(1,2)));","(4,(1,(2,3)));",3457
60,0.170000000000002,"(4,(3,(1,2)));","(4,(2,(1,3)));",3493
60,0.170000000000002,"(4,(3,(1,2)));","(4,(3,(1,2)));",5376
60,0.0300000000000011,"(4,(1,(2,3)));","(4,(1,(2,3)));",2088
60,0.0300000000000011,"(4,(1,(2,3)));","(4,(2,(1,3)));",2030
60,0.0300000000000011,"(4,(1,(2,3)));","(4,(3,(1,2)));",5224
60,0.0300000000000011,"(4,(2,(1,3)));","(4,(1,(2,3)));",2039
60,0.0300000000000011,"(4,(2,(1,3)));","(4,(2,(1,3)));",1961
60,0.0300000000000011,"(4,(2,(1,3)));","(4,(3,(1,2)));",5152
60,0.0300000000000011,"(4,(3,(1,2)));","(4,(1,(2,3)));",2371
60,0.0300000000000011,"(4,(3,(1,2)));","(4,(2,(1,3)));",2388
60,0.0300000000000011,"(4,(3,(1,2)));","(4,(3,(1,2)));",5888
60,0.0900000000000034,"(4,(1,(2,3)));","(4,(1,(2,3)));",590
60,0.0900000000000034,"(4,(1,(2,3)));","(4,(2,(1,3)));",598
60,0.0900000000000034,"(4,(1,(2,3)));","(4,(3,(1,2)));",1654
60,0.0900000000000034,"(4,(2,(1,3)));","(4,(1,(2,3)));",532
60,0.0900000000000034,"(4,(2,(1,3)));","(4,(2,(1,3)));",554
60,0.0900000000000034,"(4,(2,(1,3)));","(4,(3,(1,2)));",1674
60,0.0900000000000034,"(4,(3,(1,2)));","(4,(1,(2,3)));",881
60,0.0900000000000034,"(4,(3,(1,2)));","(4,(2,(1,3)));",898
60,0.0900000000000034,"(4,(3,(1,2)));","(4,(3,(1,2)));",2471
60,0.159999999999997,"(4,(1,(2,3)));","(4,(1,(2,3)));",747
60,0.159999999999997,"(4,(1,(2,3)));","(4,(2,(1,3)));",743
60,0.159999999999997,"(4,(1,(2,3)));","(4,(3,(1,2)));",2432
60,0.159999999999997,"(4,(2,(1,3)));","(4,(1,(2,3)));",741
60,0.159999999999997,"(4,(2,(1,3)));","(4,(2,(1,3)));",711
60,0.159999999999997,"(4,(2,(1,3)));","(4,(3,(1,2)));",2447
60,0.159999999999997,"(4,(3,(1,2)));","(4,(1,(2,3)));",1740
60,0.159999999999997,"(4,(3,(1,2)));","(4,(2,(1,3)));",1628
60,0.159999999999997,"(4,(3,(1,2)));","(4,(3,(1,2)));",5487
60,0.189999999999998,"(4,(1,(2,3)));","(4,(1,(2,3)));",354
60,0.189999999999998,"(4,(1,(2,3)));","(4,(2,(1,3)));",379
60,0.189999999999998,"(4,(1,(2,3)));","(4,(3,(1,2)));",403
60,0.189999999999998,"(4,(2,(1,3)));","(4,(1,(2,3)));",348
60,0.189999999999998,"(4,(2,(1,3)));","(4,(2,(1,3)));",377
60,0.189999999999998,"(4,(2,(1,3)));","(4,(3,(1,2)));",389
60,0.189999999999998,"(4,(3,(1,2)));","(4,(1,(2,3)));",879
60,0.189999999999998,"(4,(3,(1,2)));","(4,(2,(1,3)));",893
60,0.189999999999998,"(4,(3,(1,2)));","(4,(3,(1,2)));",912
60,0.25,"(4,(1,(2,3)));","(4,(1,(2,3)));",198
60,0.25,"(4,(1,(2,3)));","(4,(2,(1,3)));",238
60,0.25,"(4,(1,(2,3)));","(4,(3,(1,2)));",1946
60,0.25,"(4,(2,(1,3)));","(4,(1,(2,3)));",199
60,0.25,"(4,(2,(1,3)));","(4,(2,(1,3)));",227
60,0.25,"(4,(2,(1,3)));","(4,(3,(1,2)));",1906
60,0.25,"(4,(3,(1,2)));","(4,(1,(2,3)));",661
60,0.25,"(4,(3,(1,2)));","(4,(2,(1,3)));",663
60,0.25,"(4,(3,(1,2)));","(4,(3,(1,2)));",5627
60,0.5,"(4,(1,(2,3)));","(4,(1,(2,3)));",693
60,0.5,"(4,(1,(2,3)));","(4,(2,(1,3)));",652
60,0.5,"(4,(1,(2,3)));","(4,(3,(1,2)));",931
60,0.5,"(4,(2,(1,3)));","(4,(1,(2,3)));",635
60,0.5,"(4,(2,(1,3)));","(4,(2,(1,3)));",672
60,0.5,"(4,(2,(1,3)));","(4,(3,(1,2)));",895
60,0.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",3759
60,0.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",3832
60,0.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",5636
60,1,"(4,(1,(2,3)));","(4,(1,(2,3)));",26
60,1,"(4,(1,(2,3)));","(4,(2,(1,3)));",50
60,1,"(4,(1,(2,3)));","(4,(3,(1,2)));",312
60,1,"(4,(2,(1,3)));","(4,(1,(2,3)));",40
60,1,"(4,(2,(1,3)));","(4,(2,(1,3)));",34
60,1,"(4,(2,(1,3)));","(4,(3,(1,2)));",282
60,1,"(4,(3,(1,2)));","(4,(1,(2,3)));",763
60,1,"(4,(3,(1,2)));","(4,(2,(1,3)));",737
60,1,"(4,(3,(1,2)));","(4,(3,(1,2)));",6058
60,1.5,"(4,(1,(2,3)));","(4,(1,(2,3)));",86
60,1.5,"(4,(1,(2,3)));","(4,(2,(1,3)));",102
60,1.5,"(4,(1,(2,3)));","(4,(3,(1,2)));",239
60,1.5,"(4,(2,(1,3)));","(4,(1,(2,3)));",73
60,1.5,"(4,(2,(1,3)));","(4,(2,(1,3)));",68
60,1.5,"(4,(2,(1,3)));","(4,(3,(1,2)));",229
60,1.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",4300
60,1.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",4212
60,1.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",10857
60,2,"(4,(1,(2,3)));","(4,(1,(2,3)));",12
60,2,"(4,(1,(2,3)));","(4,(2,(1,3)));",13
60,2,"(4,(1,(2,3)));","(4,(3,(1,2)));",59
60,2,"(4,(2,(1,3)));","(4,(1,(2,3)));",2
60,2,"(4,(2,(1,3)));","(4,(2,(1,3)));",13
60,2,"(4,(2,(1,3)));","(4,(3,(1,2)));",50
60,2,"(4,(3,(1,2)));","(4,(1,(2,3)));",1800
60,2,"(4,(3,(1,2)));","(4,(2,(1,3)));",1726
60,2,"(4,(3,(1,2)));","(4,(3,(1,2)));",7870
60,2.5,"(4,(1,(2,3)));","(4,(1,(2,3)));",47
60,2.5,"(4,(1,(2,3)));","(4,(2,(1,3)));",34
60,2.5,"(4,(1,(2,3)));","(4,(3,(1,2)));",79
60,2.5,"(4,(2,(1,3)));","(4,(1,(2,3)));",39
60,2.5,"(4,(2,(1,3)));","(4,(2,(1,3)));",36
60,2.5,"(4,(2,(1,3)));","(4,(3,(1,2)));",74
60,2.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",13457
60,2.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",13544
60,2.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",23367
60,3.5,"(4,(1,(2,3)));","(4,(1,(2,3)));",3
60,3.5,"(4,(1,(2,3)));","(4,(3,(1,2)));",5
60,3.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",7447
60,3.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",7428
60,3.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",26563
60,4,"(4,(1,(2,3)));","(4,(1,(2,3)));",1
60,4,"(4,(3,(1,2)));","(4,(1,(2,3)));",1884
60,4,"(4,(3,(1,2)));","(4,(2,(1,3)));",1845
60,4,"(4,(3,(1,2)));","(4,(3,(1,2)));",2890
60,5.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",3297
60,5.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",3341
60,5.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",6856
60,6,"(4,(2,(1,3)));","(4,(1,(2,3)));",2
60,6,"(4,(2,(1,3)));","(4,(2,(1,3)));",1
60,6,"(4,(2,(1,3)));","(4,(3,(1,2)));",6
60,6,"(4,(3,(1,2)));","(4,(1,(2,3)));",13489
60,6,"(4,(3,(1,2)));","(4,(2,(1,3)));",13245
60,6,"(4,(3,(1,2)));","(4,(3,(1,2)));",37280
60,6.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",5007
60,6.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",4878
60,6.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",11120
60,7.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",97
60,7.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",73
60,7.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",2467
60,8,"(4,(3,(1,2)));","(4,(1,(2,3)));",2097
60,8,"(4,(3,(1,2)));","(4,(2,(1,3)));",2067
60,8,"(4,(3,(1,2)));","(4,(3,(1,2)));",2669
60,8.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",1532
60,8.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",1521
60,8.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",1947
60,9,"(4,(3,(1,2)));","(4,(1,(2,3)));",3115
60,9,"(4,(3,(1,2)));","(4,(2,(1,3)));",2988
60,9,"(4,(3,(1,2)));","(4,(3,(1,2)));",10168
60,9.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",2082
60,9.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",1999
60,9.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",7114
60,10.5,"(4,(3,(1,2)));","(4,(1,(2,3)));",6540
60,10.5,"(4,(3,(1,2)));","(4,(2,(1,3)));",6518
60,10.5,"(4,(3,(1,2)));","(4,(3,(1,2)));",6573
60,11,"(4,(3,(1,2)));","(4,(1,(2,3)));",5910
60,11,"(4,(3,(1,2)));","(4,(2,(1,3)));",5938
60,11,"(4,(3,(1,2)));","(4,(3,(1,2)));",13247
