count,e,i,e_gt,e_it
29141,60,0.030,60.5036488109537,0.500929980568813
9852,60,0.090,60.5076980308566,0.533017961364291
16676,60,0.160,60.4814712760853,0.543037105982946
4934,60,0.190,60.4917736116741,0.20430249437049
11665,60,0.250,60.492777453922,0.362077389962281
17705,60,0.500,60.5077161818694,1.50175462936566
8302,60,1.000,60.4924971091303,0.273463215171766
20166,60,1.500,60.5077243875829,0.676320331209431
11545,60,2.000,60.4910083152879,0.463507378241143
50677,60,2.500,60.5009617183336,0.953197289794859
41446,60,3.500,60.4960638179798,0.531283242341529
6620,60,4.000,60.5009693353474,0.731023541937463
13494,60,5.500,60.496993182155,0.476550892378412
64023,60,6.000,60.5045204848258,1.25061321891084
21005,60,6.500,60.5089329683409,1.07651068675025
2637,60,7.500,60.4766010618126,0.434712789541146
6833,60,8.000,60.5013772866969,0.694784925272062
5000,60,8.500,60.4939322,0.10527105269226
16271,60,9.000,60.5010035646242,0.466312302973407
11195,60,9.500,60.4989285395265,0.157829537428182
19631,60,10.500,60.5048917019001,0.728436273576537
25095,60,11.000,60.492487188683,0.947039926046931
16132,60,12.000,60.4933620753782,0.644137797415769
23829,60,14.000,60.4961028998279,0.542653276717827
10791,60,14.500,60.5093324993049,0.695748560845372
5000,60,16.000,60.5029304,0.1047221948063
11595,60,17.000,60.5119587753342,0.518877749787408
7447,60,18.000,60.5117969652209,0.583804654325701
7925,60,18.500,60.5049371608835,0.789980473850006
34024,60,19.000,60.4978113978369,0.908529822739874
26915,60,19.500,60.5098037897084,1.35325010140764
26516,60,20.000,60.4919299290994,0.971796727683096
15959,60,0.010,60.5124402531488,0.366927511624513
9841,60,0.100,60.4829925820547,0.620731538581343
8199,60,0.120,60.4904444444444,0.2860268643452
13089,60,0.140,60.4858704255482,0.489616490532432
27460,60,0.180,60.4930685360524,0.838420185353405
36947,60,0.200,60.496088775814,0.918737510028473
421,70,0.020,70.5367933491686,0.203899142612827
5000,70,0.040,70.4919848,0.8992826176378
23635,70,0.060,70.4988737042521,0.8202466553003
15165,70,0.080,70.5003252225519,0.833222273608475
10859,70,0.100,70.4995090708168,0.120530860509255
22196,70,0.140,70.4929343575419,0.983576861592395
5000,70,0.160,70.4926888,0.904284261876999
13065,70,0.200,70.515294910065,0.432450809404745
17050,70,0.500,70.5165436363637,0.779863198157824
18790,70,1.000,70.4934912719532,0.984077632671865
16513,70,1.500,70.4942360564404,0.362118048934597
11217,70,2.000,70.4959876972453,0.424487544507172
316,70,2.500,70.5434651898735,0.304438388132911
14851,70,3.000,70.5063436805602,0.562136205359909
16725,70,3.500,70.4989720777279,0.490698190484383
15000,70,5.000,70.5063637333331,0.839067821531234
15000,70,6.000,70.4983742,1.69553173110364
79320,70,8.500,70.4982953731718,0.628806376506916
38454,70,9.000,70.4903669839288,1.10401928342556
45002,70,9.500,70.4971826363275,1.40158516112732
20000,70,13.500,70.5022198,1.1571703766802
15000,70,14.500,70.5051485333334,0.436947324620961
10000,70,15.000,70.4956301999999,0.30364923596385
1112,70,16.000,70.5064307553957,0.602262020428058
10000,70,18.000,70.5012520000001,0.105058494157
43467,70,18.500,70.4993433409255,1.20447780739897
10000,70,20.000,70.5023294,0.25357743583633
27644,80,0.100,80.5001731297932,0.404680521039352
11187,80,0.010,80.4934544560651,0.202183324760883
12248,80,0.040,80.4945655617244,2.04281774049469
10024,80,0.050,80.5043753990423,2.32219474770241
25781,80,0.060,80.4826603700401,0.858822145301153
16737,80,0.120,80.4897278484793,0.395295646060124
7703,80,0.180,80.4964611190446,0.369536921005881
12091,80,0.200,80.5065839880902,0.427797415051655
38899,80,0.500,80.500462068434,0.831004647736856
48098,80,1.000,80.4822620067368,1.0533051411335
10575,80,1.500,80.5039236879432,0.45274496711216
25842,80,2.000,80.4960935686091,1.10542324964462
23119,80,2.500,80.4953866949261,0.966409155435472
32048,80,3.000,80.4954335683973,1.058223980382
15268,80,3.500,80.5058599030653,0.603289718562812
27796,80,4.000,80.4824151676502,0.52946816966302
55000,80,5.000,80.4972483818181,0.814035488394429
72473,80,7.000,80.5063784995793,0.872057851749661
20000,80,8.000,80.4965638,1.71688996982417
79148,80,13.000,80.5085445115484,0.820090908834305
10000,80,14.000,80.5079617,2.33084129338477
20000,80,17.500,80.5017107,2.0705800185572
5000,80,19.000,80.492727,0.30393160945386
10000,80,20.000,80.4945976000001,2.4494791843401
20000,80,0.150,80.5008501,0.905278316035588
14189,80,0.160,80.5093103812813,0.45957850661038
15582,90,0.010,90.4954122705684,0.754115356879637
9296,90,0.020,90.5146686746987,0.387891660947753
25661,90,0.040,90.5089320369432,0.894487180707236
51540,90,0.140,90.4910352153666,0.944801090785084
11014,90,0.060,90.4958132376974,0.195994752627565
14359,90,0.120,90.4868890591266,0.258390294114284
43652,90,0.250,90.497142032438,0.882262882440403
20137,90,0.500,90.4996536723442,0.427551620507473
11737,90,1.000,90.5122125756155,0.519509429773051
30000,90,1.500,90.4945618000003,0.99189563904237
7520,90,2.500,90.5036291223403,0.667486728519658
16019,90,4.000,90.5022128722143,0.702065515406023
37610,90,9.000,90.4931588141457,0.509656439466966
20000,90,10.500,90.506021,0.904979388247949
20000,90,14.500,90.4960064999998,2.17398478787509
75000,90,15.000,90.512404133333,0.912933243825555
10000,90,20.000,90.5017548,0.403695710919999
5000,90,0.025,90.5043412,0.502579747369
40000,90,0.075,90.5062138500003,1.11082452055385
15129,90,0.080,90.5077794963315,0.335539481213913
26351,100,0.010,100.490235892376,1.08054410517435
25465,100,0.020,100.491668721775,0.819118693147576
28856,100,0.040,100.489904768506,0.517979301058176
45007,100,0.100,100.50727151332,0.752149270927503
55,100,0.140,100.560309090909,0.302434082181818
16185,100,0.060,100.501924127278,0.541465313067031
9635,100,0.120,100.496288427608,0.524145320602056
27717,100,0.180,100.510461377494,0.860049547793577
14278,100,0.250,100.498302563384,0.429098283449959
15000,100,0.500,100.499908333333,1.66584102630485
15000,100,1.000,100.495433333333,0.436790563880534
15000,100,2.000,100.503063333333,0.436736845992213
65432,100,2.500,100.489688546889,0.838155177443489
69815,100,4.000,100.49486452768,0.91400258794584
20000,100,4.500,100.4941686,1.97089251698435
59658,100,9.500,100.506410573603,1.07711807961353
20000,100,11.000,100.4986315,1.5666120520547
20000,100,11.500,100.4986315,1.0019171059114
5000,100,13.500,100.4884984,0.40302371893581
15000,100,16.500,100.501888733333,0.670313258831958
20000,100,18.000,100.4998446,1.5060165600484
20000,100,19.500,100.4917817,1.30755971760475
13543,100,0.080,100.496032193753,0.512366505342265
51510,100,0.160,100.500655697923,0.813058091775933
49307,100,0.200,100.497190439492,0.759634112574847
9606,110,0.100,110.507036956069,1.18104401353019
45000,110,0.140,110.5027318,0.941547772365133
60000,110,0.120,110.4998394,0.922831741959348
15000,110,0.500,110.501243533333,0.436748390268694
15000,110,5.000,110.499329733333,0.973411444975787
10000,110,9.000,110.4900287,2.3312710703026
10000,110,9.500,110.4900287,2.3508800240431
47432,110,10.000,110.48768974532,0.39282930407659
10000,110,11.000,110.5001122,0.2048098684442
20000,110,11.500,110.5041362,2.33443001393935
10088,110,12.000,110.503858544806,1.30555626390533
87425,110,14.000,110.499570180154,1.06716918814144
15000,110,14.500,110.507718933333,0.570900561983333
45314,110,15.500,110.507764399524,1.04084653750192
76497,110,17.000,110.497607121848,1.10690020080837
20000,110,18.500,110.4860163,0.805538670297299
10088,110,19.500,110.485071371927,2.10851843459672
15000,110,0.040,110.5110686,0.939218899538887
19254,110,0.160,110.50037773969,1.56252361171887
15000,120,0.080,120.497592133333,1.65798925787431
10001,120,0.100,120.493946505349,0.50366639630737
6017,120,0.140,120.496724945986,0.1885143600588
20000,120,0.060,120.5028846,1.42190663726441
20000,120,0.120,120.4975466,0.801725801096901
20000,120,0.250,120.5026529,2.39131455734066
52252,120,5.000,120.503090044401,1.2536820907247
10000,120,5.500,120.5016447,2.0199373885845
20000,120,7.500,120.5019621,2.27712793739815
10000,120,8.500,120.4908248,2.1358600409202
20000,120,9.500,120.4908248,1.4253910558815
15000,120,11.500,120.509551333333,0.906695832101067
20000,120,13.500,120.5032901,2.129159266061
15000,120,14.000,120.501571933333,0.939358874672865
54453,120,14.500,120.502601105541,0.474853201564908
15000,120,16.500,120.4934504,1.45337822918294
19309,120,18.000,120.501620953959,1.39876007972144
10001,120,0.020,120.500819218078,2.33347052975892
15000,120,0.075,120.4977718,0.972124119582
55000,130,0.040,130.495771654545,0.955227331244745
35669,130,0.060,130.501741063669,0.807884123124218
17218,130,0.075,130.50166186549,1.45827977711863
20000,130,0.120,130.5023138,0.553523982999251
40000,130,0.125,130.4996429,1.36111002609865
20000,130,0.140,130.5036839,1.30785536114455
55000,130,0.180,130.503284090909,1.52210865729694
66651,130,0.500,130.507328247138,0.663967020392361
55000,130,2.500,130.499586345455,0.430903159107517
45193,130,4.500,130.499615759078,1.1681913866741
71007,130,5.000,130.499534369851,1.12231030625243
20000,130,5.500,130.4988601,0.504211654924751
14254,130,6.500,130.513982741687,0.673258732212847
5000,130,11.500,130.5084952,0.10500706591998
79608,130,13.500,130.501719161391,1.17536435726619
20000,130,15.000,130.5100279,1.664125485745
20000,130,16.000,130.4970004,0.553300803407501
20000,130,18.500,130.4994406,1.86657439166512
38181,130,19.000,130.502347083628,1.12212948988445
20000,140,0.010,140.5026137,2.18222590259355
10000,140,0.060,140.4941769,1.81136595884075
10000,140,0.125,140.5039228,0.15479798269236
317,140,0.140,140.538350157729,0.59717284
20000,140,0.180,140.4961255,1.823802668565
74511,140,3.500,140.499767470575,0.644078670462333
10024,140,5.000,140.503353850758,1.19864302060974
69320,140,6.500,140.498229991345,0.700878729869568
15000,140,7.000,140.498086933333,1.7282047135151
15000,140,7.500,140.498086933333,1.45556049561607
10000,140,12.000,140.4939644,1.310092786735
20000,140,13.500,140.4922115,0.805599189537549
20000,140,15.000,140.4922753,1.30588287668219
20000,140,16.500,140.4948672,1.05507693743455
65669,150,0.010,150.494337663129,0.7805215484748
41527,150,0.020,150.494009752691,0.855741332359656
14269,150,0.100,150.49820260705,0.428715180515944
46269,150,0.180,150.50094255333,0.745508885202632
15000,150,0.200,150.503432533334,0.437693769752012
10000,150,1.500,150.4907974,0.453159313916431
15000,150,2.500,150.4943942,1.69508108515225
62372,150,4.000,150.50479529276,0.878410762364876
15000,150,4.500,150.496015866667,0.437894651436327
20000,150,5.500,150.4974483,0.45389662234785
10193,150,6.000,150.497057686647,2.10136255335152
20000,150,6.500,150.5033866,2.28229148920026
49298,150,7.000,150.495214207473,0.623833609536608
38600,150,8.000,150.497077046633,0.680679101006392
45000,150,10.000,150.500801666666,0.953901565695709
5000,150,16.000,150.507367,0.10512549974796
20000,150,19.000,150.5033806,1.47728541036437
5034,150,20.000,150.499720301947,0.108213417252682
20000,160,0.010,160.4947761,0.652863258161916
20000,160,0.040,160.4972112,1.55850434872455
51189,160,0.120,160.508406845219,0.769111949495881
50000,160,0.500,160.50177276,1.16781663387812
79254,160,2.000,160.494515179045,0.623743970658636
20000,160,2.500,160.4963136,2.1229088708224
15000,160,4.000,160.497943933333,0.903708926845001
85165,160,4.500,160.49825622028,1.06537965235668
69254,160,5.000,160.497465128368,0.581951769521852
20000,160,5.500,160.4991209,2.07599067944825
80000,160,8.500,160.503901675,1.18513779806669
20000,160,9.500,160.5058369,1.55745580394305
10077,160,11.000,160.501922099831,0.602840823368324
15000,160,13.000,160.510140933333,1.76144259649394
78574,160,13.500,160.510450874335,0.887035658894811
65176,160,14.500,160.507793160059,0.626104285438141
10000,160,15.000,160.5075648,0.304368865232174
20000,160,17.000,160.4963039,2.33728500481582
20000,160,18.000,160.4963039,1.40833160008452
5000,160,18.500,160.5042142,0.30380332719534
55944,160,19.000,160.501139317889,1.02518243154139
60000,160,0.060,160.498351533334,0.579042880914217
20000,170,0.200,170.4968053,1.2635952566187
15000,170,0.020,170.494125466667,0.437060757472394
15000,170,0.100,170.507929,1.00708409046041
15000,170,0.120,170.5083522,1.58506910621173
10001,170,0.160,170.503529847015,0.554019521153796
20000,170,1.500,170.5067056,2.23046787259405
14309,170,3.000,170.50735530086,0.56804657442242
10000,170,5.000,170.5046314,1.2006989375268
55000,170,8.500,170.50221690909,0.61326132798199
10038,170,10.000,170.498435544929,0.503789827295278
15000,170,10.500,170.498332133333,0.835002951985667
19318,170,14.500,170.495001242364,0.968366409750337
20000,170,15.000,170.4953845,0.952562723155701
41112,170,16.000,170.494250243238,1.0002043949903
15000,170,18.500,170.492645266667,1.47654659547687
15002,170,0.060,170.49705192641,0.972493497167364
20000,180,0.075,180.4942635,1.96733991225422
10000,180,0.180,180.5089403,2.345434364749
15000,180,0.040,180.503913866667,1.45557421142273
9,180,0.100,181.073,0.67149082
60177,180,0.120,180.493933479568,0.836836036510568
5003,180,0.140,180.495732960224,0.404526824654427
20000,180,0.500,180.5115112,0.503442131425
10000,180,1.500,180.49555,0.80017328511745
15000,180,4.000,180.502088666667,1.7594555161288
15000,180,5.000,180.4999518,1.45214472865767
15000,180,6.000,180.4999518,0.603150538233574
55000,180,6.500,180.503178945455,1.20995430181871
5000,180,9.000,180.5029054,0.10485587158
15000,180,11.500,180.505034666667,0.370847922243266
20000,180,12.000,180.5006598,1.46957749973247
15000,180,17.000,180.510741666667,0.935874222088127
15000,180,18.000,180.510741666667,0.903059348491919
50000,180,18.500,180.495554079999,0.805000050494423
10312,180,19.500,180.499676978278,1.17991283724825
55419,180,20.000,180.496340226276,0.729363081797635
10000,190,0.200,190.4983333,1.307332189444
55000,190,0.100,190.493754781819,0.558670775027731
49269,190,1.500,190.508579045648,1.36632927517523
10669,190,5.500,190.497114631175,0.50951224085575
69298,190,7.500,190.497691852578,0.896955090002935
20000,190,8.000,190.4948057,2.0750267079808
35996,190,8.500,190.501440493388,1.46215713170216
73831,190,10.000,190.502185992333,0.888471224379095
10000,190,10.500,190.5046041,2.33143598283302
15000,190,11.500,190.506078733334,1.66489527288069
44254,190,15.500,190.486936480318,0.796140297955849
10000,190,17.500,190.5019249,0.603995070135
15000,190,19.000,190.499412133333,1.04079316026899
20000,190,19.500,190.5004483,0.854176771738951
20000,200,0.075,200.5018444,2.22890866146698
20000,200,0.180,200.494886299999,1.25599257052893
10317,200,0.200,200.493141514006,1.97892133870757
65000,200,0.010,200.497209646154,1.03771736600805
19266,200,0.025,200.504535606768,0.550958869530292
11112,200,0.125,200.504325143989,2.25255275132005
15000,200,0.250,200.496251733333,1.59505058821408
20000,200,0.500,200.4940772,1.31550555790721
20000,200,1.000,200.4931753,1.40882107151013
44658,200,1.500,200.500334206637,0.965770893323915
14332,200,2.500,200.503809656712,1.31668173350092
5000,200,5.000,200.494187,0.3054130240912
43503,200,8.000,200.50348279429,1.00287229421161
10000,200,8.500,200.5010157,1.3117536379117
15000,200,9.500,200.502603066667,1.31114923903222
10000,200,10.500,200.5021578,1.208647858312
20000,200,11.000,200.5021578,1.82367980750148
45283,200,13.000,200.495466952277,0.536745260011777
10000,200,15.500,200.5047668,0.601813999481549
20000,200,16.500,200.5038883,1.96678474444067
80000,200,17.000,200.503609275,0.674050867935745
15000,200,19.000,200.498460933334,1.72875490306287
20000,200,19.500,200.498616,1.87311860648176
30000,200,20.000,200.501582466667,0.519898299220403
15000,210,0.180,210.503947066667,1.69512360884479
20000,210,0.200,210.5032778,1.25503061946481
61193,210,0.010,210.495558642329,0.939436297767118
11249,210,0.100,210.496140012446,1.22960164531336
20000,210,0.125,210.4943851,1.42279920965312
20000,210,0.500,210.4973932,1.8260349334943
12813,210,1.000,210.495411691251,2.42854997284911
15000,210,1.500,210.497023533334,0.404463797586134
59305,210,2.500,210.507407689065,0.653529765707316
15000,210,3.000,210.507331466667,0.874324196766125
20000,210,7.000,210.5028259,1.66471692970972
20000,210,7.500,210.5028259,1.20769035447378
10000,210,8.000,210.5017633,2.1171080224278
20000,210,8.500,210.5017633,1.0017022563303
10000,210,10.000,210.5088225,2.3331747781392
45000,210,11.000,210.507482600001,1.15626698906181
20000,210,12.000,210.5046689,0.5036449871335
14606,210,13.500,210.508272559222,1.52976285993099
20000,210,14.500,210.4956689,2.070227268015
20000,210,15.500,210.4956689,0.703673403379399
55000,210,17.000,210.482708236364,0.805025376588751
70298,210,17.500,210.482952416854,1.4019630859584
66484,210,19.000,210.502333899885,0.806823498543105
10000,210,19.500,210.5049594,2.4353202061239
60088,210,0.060,210.492938223938,0.841442150157022
1,220,0.080,220.086,1.32096
7304,220,0.180,220.487191675794,0.777946457532641
20000,220,0.200,220.4997731,1.46697640272362
10000,220,0.125,220.507031,0.30351168216055
15000,220,0.250,220.505210466667,1.00781583656346
69817,220,1.500,220.500040305369,0.861756888907743
20000,220,2.000,220.5022318,1.82067246349845
60271,220,5.000,220.49659552687,0.706417485390782
50000,220,7.000,220.5133287,1.37182884179552
95803,220,7.500,220.513694435454,0.950879545964011
14318,220,10.000,220.502493923732,0.533501924541618
62603,220,13.000,220.490244237498,0.610257141543839
9658,220,14.500,220.489393973908,0.345521696780926
20000,220,15.500,220.4975706,0.907376229499
58503,220,16.500,220.499055792011,0.768328069683494
20000,220,18.000,220.5061904,1.3721947727241
15000,220,0.025,220.491242066667,0.571282093888581
25000,220,0.050,220.500835,1.76144191181536
12919,230,0.075,230.50327161545,1.95246655714766
13503,230,0.100,230.503068503295,0.528900492559801
20000,230,0.120,230.5021522,1.47391266433415
10000,230,2.000,230.4996684,0.5037590007376
20000,230,3.000,230.4975275,0.954717957999753
20000,230,4.000,230.4971614,0.951476777231876
15000,230,6.500,230.4883792,1.58836346805952
15000,230,7.000,230.4883792,0.939304046348399
59466,230,8.500,230.497832946558,0.859196259668071
84298,230,9.000,230.497174452539,1.1202639422744
86249,230,10.500,230.503310589108,1.2586029289264
50669,230,11.500,230.504538041011,0.781998482462888
10000,230,12.000,230.5055252,0.651477225256719
20000,230,13.000,230.503095100001,1.81726322025181
40000,230,14.500,230.5106562,0.884754727666779
15000,230,19.000,230.5014938,0.969692740831734
20000,230,0.025,230.5065418,1.50912314951977
20000,230,0.050,230.5049626,0.654355757441849
20000,230,0.175,230.5063037,1.46178190185209
55265,240,0.020,240.495399402876,0.911984607879002
20000,240,0.100,240.495596,1.36162431721265
20000,240,0.180,240.4992688,1.5742983530197
10000,240,0.125,240.5050535,0.60276764386
10001,240,0.140,240.501431456854,0.40364115752608
20000,240,1.000,240.5004318,1.61668408356477
20000,240,2.000,240.495931,1.65897148172831
11249,240,3.000,240.494827895813,1.22942075587972
15000,240,5.000,240.499005733333,0.436949139902
10000,240,6.500,240.5044034,0.5029618686439
9658,240,14.000,240.495506212466,0.448441446347763
65088,240,14.500,240.498503287856,0.678712978746096
55000,240,15.000,240.497955436364,0.958784331521898
19298,240,15.500,240.500695460669,0.551803612415276
10000,240,17.500,240.4972386,0.8032937222924
20000,240,20.000,240.4950573,1.2036995430559
10002,240,0.150,240.499478804239,2.34719985329504
15000,250,0.180,250.506228133333,0.370004643410666
15000,250,0.200,250.5090612,0.972596591909781
30043,250,0.010,250.508259361582,0.321545254555914
41017,250,0.140,250.49742238584,1.08612846583693
20000,250,0.250,250.5049807,1.72153361311115
20000,250,0.500,250.506132,1.72105095799595
2,250,1.500,250.023,0.662813
14266,250,2.000,250.506467615309,0.673551178900708
79254,250,3.000,250.502523822142,1.28642145895242
45996,250,5.500,250.504591942778,1.583595954617
50094,250,7.000,250.497572463769,1.45265969166309
20000,250,7.500,250.508734,1.81581293205388
20000,250,8.000,250.502539199999,1.10771014311225
13283,250,8.500,250.491148385154,0.52666438267033
10005,250,10.000,250.512624987506,1.20910425408166
69270,250,10.500,250.507382864154,1.00095756711665
11017,250,11.500,250.497977489335,2.26446959941533
10094,250,12.000,250.493598672479,1.1950950766803
65000,250,13.000,250.492572723077,0.959554048019901
20000,250,13.500,250.5024299,1.10592849663559
