ibl,count
0.009999999999990909,0.42195452549588597
0.009999999999998009,0.338924252068746
0.0100000000000016,0.6666666666666667
0.0100000000000051,0.401111937888722
0.019999999999996004,0.5061595814859703
0.0199999999999996,0.47362055062780783
0.0200000000000031,0.46778791964108113
0.0200000000000102,0.4156916416201517
0.0250000000000057,0.28832327548869574
0.0300000000000011,0.4734898597077851
0.03999999999999201,0.4243
0.0399999999999991,0.45951880590580885
0.0400000000000063,0.45003169480781424
0.0499999999999972,0.5739126860149635
0.0500000000000043,0.48982804553160575
0.0500000000000114,0.43325454545454545
0.0600000000000023,0.3887680522261199
0.0700000000000003,0.4129261916680572
0.0749999999999886,0.5692715685016467
0.0750000000000028,0.36609090909090913
0.0799999999999983,0.5339143107832786
0.0800000000000125,0.4514951965563443
0.0899999999999999,0.5039936102236422
0.0900000000000034,0.31176142503573046
0.0999999999999943,0.34193420548187137
0.10000000000000099,0.45573584600016204
0.10999999999999902,0.3815523059617548
0.119999999999997,0.4903730445246691
0.12000000000000098,0.3851938544286462
0.120000000000005,0.4004256401146651
0.125,0.44957077300419335
0.129999999999999,0.052436974789915936
0.130000000000003,0.5015821863291337
0.139999999999986,0.384146820718384
0.140000000000001,0.4420386689218865
0.149999999999999,0.44200612914209936
0.15000000000000197,0.5959552122211613
0.150000000000006,0.5307734613269337
0.15999999999999698,0.44842616293297877
0.16,0.4795539625647153
0.17000000000000198,0.47464838079983984
0.174999999999997,0.33530000000000004
0.17500000000001098,0.6758
0.18,0.44711981730237305
0.18000000000000702,0.44896369977827233
0.18999999999999803,0.6616670022146165
0.190000000000001,0.49796596979022956
0.19999999999998896,0.4362609570601086
0.19999999999999601,0.47569756975697575
0.19999999999999898,0.050310426032969424
0.200000000000003,0.3337450575349078
0.25,0.40413017414259367
0.5,0.4170343330986017
0.75,0.4009383123058391
1.0,0.47102498134655446
1.25,0.4533876811594203
1.5,0.4500577086201383
1.75,0.33212307692307697
2.0,0.3881834797083128
2.5,0.4385343362024361
2.75,0.05049180327868852
3.0,0.4385734099182452
3.25,0.6456
3.5,0.39123518955926806
4.0,0.44294044217225315
4.5,0.46837766551185267
5.0,0.3898710881816858
5.5,0.39863851448598364
6.0,0.47465167661160623
6.5,0.4524401557319707
7.0,0.46094314050842944
7.5,0.38667072428484484
8.0,0.4454888571222888
8.5,0.39116348883175556
9.0,0.4328683375801986
9.5,0.47524044363318074
10.0,0.4159740764199704
10.5,0.48169454703454273
11.0,0.466487734848012
11.5,0.42462311557788945
12.0,0.3899831868447312
13.0,0.4139822356841717
13.5,0.4544040779299322
14.0,0.40784873909060226
14.5,0.31754606695929855
15.0,0.4263523809523809
15.5,0.30214142736645977
16.0,0.35600354452813465
16.5,0.415344388846953
17.0,0.3817010988329743
17.5,0.4755773163311111
18.0,0.46276709975303343
18.5,0.488939972241499
19.0,0.4538625190357968
19.5,0.484533094659677
20.0,0.33336727176901104
