,0,1
0,t_60_74.5_94.5.rooted.trees,0.12439290774610025
1,t_120_120.125_140.125.rooted.trees,0.06361444345301909
2,t_210_214.5_234.5.rooted.trees,0.013914994231685934
3,t_60_63.5_83.5.rooted.trees,0.021053292319252938
4,t_80_91.5_111.5.rooted.trees,0.06911496451437789
5,t_80_84_104.rooted.trees,0.08567859638887936
6,t_120_127.5_147.5.rooted.trees,0.0503214415874368
7,t_120_120.06_140.06.rooted.trees,0.06803179813769725
8,t_200_200.1_220.1.rooted.trees,0.011186906906290118
9,t_180_180.125_200.125.rooted.trees,0.04877527356927364
10,t_40_48_68.rooted.trees,0.17164237822459924
11,t_230_245_265.rooted.trees,0.027820952043963003
12,t_240_248_268.rooted.trees,0.02566488974677656
13,t_130_131.5_151.5.rooted.trees,0.05333417278711926
14,t_60_60.04_80.04.rooted.trees,-0.03043109751829706
15,t_130_130.025_150.025.rooted.trees,0.0486175289767413
16,t_10_10.1_30.1.rooted.trees,0.4953418903301741
17,t_10_12_32.rooted.trees,0.49440904237144684
18,t_120_131_151.rooted.trees,0.051696956675761
19,t_240_254_274.rooted.trees,0.025471774620836943
20,t_240_251_271.rooted.trees,0.013334953145438169
21,t_210_218.5_238.5.rooted.trees,0.004804006931746039
22,t_80_81_101.rooted.trees,0.07943941551495974
23,t_130_138_158.rooted.trees,0.0565367650175875
24,t_120_133.5_153.5.rooted.trees,0.05042021174354499
25,t_10_10.02_30.02.rooted.trees,0.4910370309574411
26,t_210_220.5_240.5.rooted.trees,0.016524646794089427
27,t_120_129.5_149.5.rooted.trees,0.04940470084375123
28,t_130_141_161.rooted.trees,0.06716373683943895
29,t_130_131_151.rooted.trees,0.0665565288573864
30,t_240_243_263.rooted.trees,0.03478535818326874
31,t_40_47.5_67.5.rooted.trees,0.18001427890127375
32,t_120_130.5_150.5.rooted.trees,0.05642577019782931
33,t_180_180.01_200.01.rooted.trees,0.02856159581174163
34,t_40_43_63.rooted.trees,0.1479516102483247
35,t_80_80.175_100.175.rooted.trees,0.07943685890905994
36,t_240_240.175_260.175.rooted.trees,0.018086051471359495
37,t_120_127_147.rooted.trees,0.04121600787305251
38,t_200_202.5_222.5.rooted.trees,0.021082257785628982
39,t_130_137.5_157.5.rooted.trees,0.05197949488325201
40,t_30_32_52.rooted.trees,0.22272638021489896
41,t_30_30.02_50.02.rooted.trees,0.24023599851046434
42,t_180_183_203.rooted.trees,0.016532167229978852
43,t_50_50.075_70.075.rooted.trees,0.1660841058569317
44,t_10_10.08_30.08.rooted.trees,0.4799047673545971
45,t_240_240.25_260.25.rooted.trees,0.0069964790767412365
46,t_210_223_243.rooted.trees,0.029514312586312073
47,t_180_180.5_200.5.rooted.trees,0.03037044256662029
48,t_240_246.5_266.5.rooted.trees,0.032965710211600864
49,t_20_20.04_40.04.rooted.trees,0.32483357114723166
50,t_80_80.25_100.25.rooted.trees,0.07067614668223642
51,t_80_88_108.rooted.trees,0.08685067167177828
52,t_210_212_232.rooted.trees,0.01921343128835876
53,t_130_132_152.rooted.trees,0.052679559926822925
54,t_80_82_102.rooted.trees,0.08786522857291662
55,t_200_200.05_220.05.rooted.trees,0.03569374532896557
56,t_120_121.5_141.5.rooted.trees,0.049413997977575674
57,t_130_130.2_150.2.rooted.trees,0.061552766175612776
58,t_130_133_153.rooted.trees,0.05576512985456975
59,t_120_125_145.rooted.trees,0.05760524585210536
60,t_200_200.125_220.125.rooted.trees,0.04104494100562437
61,t_60_67_87.rooted.trees,0.005588554533444885
62,t_230_234.5_254.5.rooted.trees,0.01469501080317641
63,t_120_120.16_140.16.rooted.trees,0.05804817185149534
64,t_80_88.5_108.5.rooted.trees,0.08452577279414723
65,t_40_40.06_60.06.rooted.trees,0.18424862941012904
66,t_50_51.5_71.5.rooted.trees,0.12513417364067742
67,t_60_60.5_80.5.rooted.trees,-0.012440677168405747
68,t_10_18_38.rooted.trees,0.4889132562467249
69,t_120_120.18_140.18.rooted.trees,0.044395304819259955
70,t_130_140.5_160.5.rooted.trees,0.04952445226914864
71,t_50_55.5_75.5.rooted.trees,0.16210453971220573
72,t_60_69_89.rooted.trees,0.005486996748560442
73,t_200_204.5_224.5.rooted.trees,0.02176914382929337
74,t_210_210.5_230.5.rooted.trees,0.02172577058474195
75,t_60_60.18_80.18.rooted.trees,0.058642679248792684
76,t_30_33.5_53.5.rooted.trees,0.25918944627094975
77,t_80_85_105.rooted.trees,0.06615040064860801
78,t_120_123_143.rooted.trees,0.05649050675658095
79,t_50_58_78.rooted.trees,0.16904143875655567
80,t_210_224_244.rooted.trees,0.027263318628716785
81,t_40_44_64.rooted.trees,0.17521345526063942
82,t_120_120.25_140.25.rooted.trees,0.04535712830439066
83,t_30_30.5_50.5.rooted.trees,0.2038001671244133
84,t_130_142.5_162.5.rooted.trees,0.07100853504762093
85,t_40_40.08_60.08.rooted.trees,0.17580791597765766
86,t_80_87.5_107.5.rooted.trees,0.10277266021740054
87,t_10_10.14_30.14.rooted.trees,0.4797824945799727
88,t_50_50.5_70.5.rooted.trees,0.15920606758907493
89,t_60_60.12_80.12.rooted.trees,-0.0852302165619347
90,t_230_244.5_264.5.rooted.trees,0.00971818006963757
91,t_140_140.01_160.01.rooted.trees,0.033992315692984304
92,t_80_89.5_109.5.rooted.trees,0.09680554018600132
93,t_80_80.125_100.125.rooted.trees,0.0772124408490284
94,t_50_53.5_73.5.rooted.trees,0.14016320096024987
95,t_80_80.5_100.5.rooted.trees,0.0669750662414296
96,t_210_219.5_239.5.rooted.trees,0.019648540367771136
97,t_30_30.06_50.06.rooted.trees,0.2177944022858991
98,t_40_40.5_60.5.rooted.trees,0.17085887959164
99,t_30_31.5_51.5.rooted.trees,0.22836569463098874
100,t_40_40.2_60.2.rooted.trees,0.20254682745531058
101,t_120_120.04_140.04.rooted.trees,0.05658750416525143
102,t_210_211.5_231.5.rooted.trees,0.03232218017744866
103,t_120_120.12_140.12.rooted.trees,0.06410415671917903
104,t_130_138.5_158.5.rooted.trees,0.04199359797116077
105,t_20_20.01_40.01.rooted.trees,0.3424733657627497
106,t_10_10.16_30.16.rooted.trees,0.4756756648505917
107,t_50_54_74.rooted.trees,0.14406397262985637
108,t_180_182_202.rooted.trees,0.019264570873887606
109,t_60_60.01_80.01.rooted.trees,-0.02720079298277656
110,t_10_19_39.rooted.trees,0.4693120376657248
111,t_250_250.075_270.075.rooted.trees,0.016366401411490376
112,t_240_242_262.rooted.trees,0.021753670803730474
113,t_50_50.01_70.01.rooted.trees,0.1698372511252634
114,t_230_230.125_250.125.rooted.trees,0.01751704989421868
115,t_50_62.5_82.5.rooted.trees,0.1338725653775146
116,t_210_215_235.rooted.trees,0.025177093536694
117,t_230_230.1_250.1.rooted.trees,0.017567491055257595
118,t_80_81.5_101.5.rooted.trees,0.06304327389818516
119,t_120_120.02_140.02.rooted.trees,0.04762475279231564
120,t_210_210.01_230.01.rooted.trees,0.028099003346831953
121,t_120_122.5_142.5.rooted.trees,0.04191986807418802
122,t_80_86_106.rooted.trees,0.10330210506261031
123,t_30_30.2_50.2.rooted.trees,0.2304845888181371
124,t_10_10.2_30.2.rooted.trees,0.4918616317260908
125,t_40_47_67.rooted.trees,0.19152776954377734
126,t_60_73_93.rooted.trees,0.13767918534295787
127,t_40_45.5_65.5.rooted.trees,0.17230467855520765
128,t_80_80.1_100.1.rooted.trees,0.0680922277850231
129,t_230_235.5_255.5.rooted.trees,0.028634954833990568
130,t_220_220.025_240.025.rooted.trees,0.018886765270029297
131,t_80_84.5_104.5.rooted.trees,0.06715978547425233
132,t_10_10.06_30.06.rooted.trees,0.48284322737302615
133,t_60_60.1_80.1.rooted.trees,-0.010222277111231857
134,t_240_248.5_268.5.rooted.trees,0.027168185354380522
135,t_130_142_162.rooted.trees,0.04524186212945496
136,t_210_210.2_230.2.rooted.trees,0.01409483945757899
137,t_120_126_146.rooted.trees,0.03923801202220228
138,t_50_50.125_70.125.rooted.trees,0.13764012073113044
139,t_40_40.18_60.18.rooted.trees,0.15470423365359007
140,t_50_55_75.rooted.trees,0.1618535005470379
141,t_230_230.01_250.01.rooted.trees,0.003347073015516674
142,t_240_240.2_260.2.rooted.trees,0.025832133693753898
143,t_120_126.5_146.5.rooted.trees,0.039059950095701165
144,t_50_57_77.rooted.trees,0.1324797955225532
145,t_240_243.5_263.5.rooted.trees,0.0194793074995878
146,t_210_210.25_230.25.rooted.trees,0.017408324461280572
147,t_50_60.5_80.5.rooted.trees,0.1549148275377396
148,t_210_224.5_244.5.rooted.trees,0.0414987035230634
149,t_80_89_109.rooted.trees,0.06396892127152265
150,t_210_217_237.rooted.trees,0.026871627780741588
151,t_210_214_234.rooted.trees,0.032618336865538194
152,t_240_240.025_260.025.rooted.trees,0.018243729812346083
153,t_40_45_65.rooted.trees,0.18194149466782686
154,t_60_72_92.rooted.trees,0.11673407264144195
155,t_80_80.05_100.05.rooted.trees,0.10518489270626007
156,t_10_17_37.rooted.trees,0.5023457141636135
157,t_120_122_142.rooted.trees,0.04626471699666494
