ebl,ibl,"(4,(1,(2,3)));","(4,(2,(1,3)));","(4,(3,(1,2)));"
10,0.02,0.31380091199553306,0.3206253683655427,0.3655737196389242
10,0.03,0.3091690232760496,0.32182673482706114,0.3690042418968893
10,0.04,0.30395474251876914,0.307920059215396,0.3881251982658349
10,0.06,0.2922311653252012,0.2968054791781233,0.4109633554966755
10,0.07,0.2868,0.2948,0.4184
10,0.08,0.27961729950212943,0.28249655089676684,0.4378861496011037
10,0.09,0.27995011777746986,0.2785922128308161,0.44145766939171394
10,0.11,0.27129253673627224,0.2676672467130704,0.4610402165506574
10,0.12,0.2683982683982684,0.2575349179122764,0.4740668136894552
10,0.13,0.2585561910650796,0.2574431906013294,0.484000618333591
10,0.14,0.2560570859608364,0.2497510786591437,0.4941918353800199
10,0.15,0.2485755490933163,0.2386457668392557,0.512778684067428
10,0.16,0.2494630254679349,0.23839308896074776,0.5121438855713173
10,0.17,0.23148604944362225,0.24080469221071096,0.5277092583456668
10,0.18,0.2346698113207547,0.23231132075471694,0.5330188679245284
10,0.2,0.2335437330928765,0.2249509361905267,0.5415053307165968
10,0.25,0.2132623530672764,0.20536639394047665,0.5813712529922469
10,0.5,0.11991921232012118,0.1335521332996718,0.7465286543802071
10,0.75,0.07196756391485527,0.07635995044486991,0.8516724856402748
10,1.0,0.04341416298103808,0.04125362208326979,0.9153322149356922
10,1.25,0.026326241838989156,0.025233969664622796,0.948439788496388
10,1.5,0.017468513246151618,0.016575785359262653,0.9659557013945858
10,1.75,0.009543317350216471,0.008705367534099902,0.9817513151156836
10,2.25,0.0029417008379390265,0.003833125334284186,0.9932251738277768
10,2.5,0.0014066273308935195,0.0019916847163094077,0.9966016879527969
10,2.75,0.0014448779078167894,0.0013003901170351106,0.997254731975148
10,3.0,0.001211012137032751,0.0010226324712721009,0.9977663553916952
10,3.25,0.00039537412276366516,0.0005930611841454978,0.9990115646930908
10,3.75,0.0,0.0,1.0
10,4.0,0.0,0.0,1.0
10,4.5,0.0,0.0,1.0
10,5.5,0.0,0.0,1.0
10,6.0,0.0,0.0,1.0
10,6.5,0.0,0.0,1.0
10,7.0,0.0,0.0,1.0
10,7.5,0.0,0.0,1.0
10,8.0,0.0,0.0,1.0
10,9.0,0.0,0.0,1.0
10,10.5,0.0,0.0,1.0
10,11.5,0.0,0.0,1.0
10,12.5,0.0,0.0,1.0
10,13.0,0.0,0.0,1.0
10,13.5,0.0,0.0,1.0
10,14.0,0.0,0.0,1.0
10,14.5,0.0,0.0,1.0
10,15.5,0.0,0.0,1.0
10,16.0,0.0,0.0,1.0
10,16.5,0.0,0.0,1.0
10,17.0,0.0,0.0,1.0
10,17.5,0.0,0.0,1.0
10,18.0,0.0,0.0,1.0
10,18.5,0.0,0.0,1.0
10,19.0,0.0,0.0,1.0
10,20.0,0.0,0.0,1.0
20,0.01,0.3319344524380496,0.3313349320543565,0.3367306155075939
20,0.02,0.3226568380616191,0.32390271757468786,0.353440444363693
20,0.03,0.31806198371316424,0.3127306813521589,0.3692073349346769
20,0.04,0.309,0.3096,0.3814
20,0.06,0.2960448642266824,0.2975206611570248,0.4064344746162928
20,0.07,0.2995153978427388,0.2829451305299359,0.4175394716273253
20,0.08,0.2892751279978443,0.2848019401778497,0.4259229318243061
20,0.09,0.29103894654614443,0.27920990960830266,0.42975114384555296
20,0.11,0.2748,0.2688,0.4564
20,0.12,0.2606397774687065,0.26321279554937416,0.4761474269819193
20,0.13,0.2535889433794026,0.2552831029870709,0.4911279536335265
20,0.14,0.24851320078632394,0.2530420285166845,0.4984447706969916
20,0.16,0.2395042778772633,0.2408686506921349,0.5196270714306017
20,0.17,0.2431348618254729,0.2439194490454189,0.5129456891291082
20,0.18,0.2432884291556411,0.2296487851816213,0.5270627856627376
20,0.19,0.21926207270754208,0.22132392837764514,0.5594139989148128
20,0.25,0.2050638686131387,0.19776459854014602,0.5971715328467153
20,0.5,0.1359186024188904,0.12036859282011902,0.7437128047609906
20,1.0,0.04488134816003669,0.04195804195804196,0.9131606098819214
