4763310,1.26835459034714,129.35583101415,"(4,(1,(2,3)));",128.85587543116,6.21462642467674
4673123,1.36431460202857,129.383579699913,"(4,(2,(1,3)));",128.883487552115,6.21312093645533
12366364,0.942951004865518,132.451398267916,"(4,(3,(1,2)));",131.951522694949,6.40586080716942
