,"1,2","1,3","1,4","2,3","2,4","3,4"
0,1.898137,1.936504,2.344518,1.9765929999999998,2.546335,2.584702
1,1.8775490000000001,2.0266913,2.4185783,1.8847803,2.2766673,2.3319530000000004
2,1.6397303,1.6544599999999998,1.8472923,1.7899463,1.9052580000000001,1.9975083000000002
3,1.7570199999999998,1.8601303,2.2698713,1.9257923,2.3355333,2.372551
4,1.7593033,1.7501613,2.002745,1.811256,2.1274503,2.1183083000000003
5,1.5879560000000001,1.6801465,2.0633815,1.7043745,2.0876095,2.131149
6,1.7408000000000001,1.8354666,2.0645656,1.8708466,2.0999456,2.157861
7,1.685931,1.7575981,2.0828331,1.7767891,2.1020241,2.036489
8,1.7729110000000001,1.916853,2.1417409999999997,1.778284,2.302694,2.446636
9,1.5308099999999998,1.6906219999999998,2.0339479999999996,1.712934,2.05626,1.931874
10,1.850261,1.87075,2.132652,1.785453,2.254953,2.275442
11,1.670582,1.7809647000000002,2.1506787000000003,1.7177487,2.0874627000000006,2.045986
12,1.839513,1.704887,2.1672700000000003,1.8465340000000001,2.2481869999999997,2.174291
13,1.7142810000000002,1.6980146,2.3195136,1.6197936000000002,2.2412926,2.159349
14,1.758508,1.8733110000000002,2.2242230000000003,1.8515350000000002,2.2024470000000003,2.201488
15,1.8085179999999998,2.062118,2.424126,2.0000299999999998,2.3620379999999996,2.385128
16,1.880664,1.9684124000000003,2.1836234,1.8814204,2.0966314,2.154157
17,1.856071,1.867771,2.360557,1.949208,2.441994,2.2111780000000003
18,1.7408997,1.8332127,2.148907,1.711379,2.0649087,2.1572217
19,1.9684133000000001,2.000384,2.3906293,1.9604972999999999,2.324012,2.3827133
20,1.915376,1.9463515999999998,2.4168886,1.8430275999999999,2.3135646,2.271675
21,1.8256264,1.8620694,2.311798,1.834651,2.3335724,2.3700154
22,1.8066011,1.8462421,2.432783,1.757377,2.3761861,2.4158271
23,1.8489799999999998,1.883047,2.104216,1.944001,2.165168,2.199237
24,1.729338,1.9513785000000001,2.3804204999999996,1.9713305,2.4003724999999996,2.504982
25,1.806467,1.8905949,2.1454889,1.8865919,2.1414859,2.1909099999999997
26,1.520028,1.6370502999999998,1.9204583,1.6318743,1.9152822999999999,1.9050799999999999
27,1.739726,1.6652432000000001,2.2125192,1.8101372,2.3574132,2.194108
28,1.9760858,1.8993539999999998,2.6266018,1.8168997999999998,2.4896599999999998,2.4674158
29,1.8330154,1.9982153999999999,2.355314,1.81254,2.2996214,2.4648214
30,1.6753168999999999,1.756669,2.0956818999999998,1.8177439,2.119383,2.2381089
31,1.844137,1.9668638999999999,2.2424159,1.8703309,2.1458829,2.142164
32,1.64482,1.742348,2.127789,1.803734,2.189175,2.196251
33,1.817852,1.9225084000000001,2.1261744,2.1950163999999996,2.3986824,2.3121259999999997
34,1.748255,1.911411,2.469035,1.813656,2.37128,2.2790920000000003
35,1.8442728,1.863559,2.3142828,1.8028438000000002,2.196902,2.2728538
36,1.837834,1.7369033999999999,2.0408814,1.9096094000000001,2.2135874,2.03593
