,Mean,Median,RF,ExtraTrees,GradBoost,AdaBoost,GP,ElasticNet,MLP,MLP_big
0,,,0.01778922382682758,0.04759888324325722,0.027657945693045485,0.0,,-0.0,,
1,,,0.006867795587901966,0.04130346195778736,0.004834529260297509,0.034809253766279934,,-0.0,,
2,,,0.1592429341739679,0.03216278866236977,0.16571812741052566,0.13965809577728644,,-0.0,,
3,,,0.010838752541292917,0.045885598340675404,0.028721644071539373,0.06183528173431252,,-0.0,,
4,,,0.000786827757309891,0.053017207871782636,0.020636603690497083,0.04734021590696266,,-0.0,,
5,,,0.01597952766905329,0.048625001234431184,0.011463531632795423,0.024272052217248367,,-0.0,,
6,,,0.0,0.0,0.0,0.0,,0.0,,
7,,,0.0,0.0,0.0,0.0,,0.0,,
8,,,0.01792572576771533,0.04512490587520816,0.06758948879587093,0.026036250809378984,,-0.0,,
9,,,0.00201480447284604,0.022057383542993674,0.052262436052694296,0.03925334599170185,,-0.0,,
10,,,0.008787790365094101,0.04594520440247048,0.006813154010383833,0.012879972191654933,,-0.0,,
11,,,0.004164498795544978,0.0649841847367313,0.016600769624530408,0.009344415042924221,,-0.0,,
12,,,0.0,0.0,0.0,0.0,,0.0,,
13,,,0.0,0.0,0.0,0.0,,0.0,,
14,,,0.03496099079879044,0.05770966283326745,0.02667184327129765,0.010390626558250925,,-0.0,,
15,,,0.0028025754545512576,0.03889674100657721,0.028147825558538103,0.022086020180391956,,-0.0,,
16,,,0.0,0.0,0.0,0.0,,0.0,,
17,,,0.0,0.0,0.0,0.0,,0.0,,
18,,,0.03978486108593368,0.1020532713675459,0.006208219983196089,0.0050014392912939515,,-0.0,,
19,,,0.004287026969579363,0.05011655286316489,0.007000071850981362,0.012716596026188822,,-0.0,,
20,,,0.39126159863444393,0.05501244443003952,0.25376984788118684,0.18335781099389017,,-0.0,,
21,,,0.01231387734582062,0.045117247617180174,0.04394401369326566,0.06110830851992497,,-0.0,,
22,,,0.01530436042802345,0.03482646821674838,0.030302415895795097,0.0529095300205116,,-0.020968694312592823,,
23,,,0.018163388211547345,0.02510499492372271,0.023685319166977976,0.04244239285041299,,-0.0006939820686540205,,
24,,,0.07094359715100464,0.04324746292298203,0.045673087167874195,0.056698034196288334,,-0.0014524032308589072,,
25,,,0.14993312662538352,0.06152395238040106,0.11632823675534831,0.10612786799600915,,-9.69594915962528e-05,,
26,,,0.015846716337367617,0.03968658157066354,0.01597088853335863,0.05173248992908725,,0.0002581919351214013,,
