,Mean,Median,RF,ExtraTrees,GradBoost,AdaBoost,GP,ElasticNet,MLP,MLP_big
0,,,0.03907453401776503,0.06464730858878402,0.04594598663208526,0.05798404069184141,,-0.0,,
1,,,0.006689495409063373,0.027294432603307384,0.006375625070981482,0.006585619062560697,,-0.0,,
2,,,0.11578555198509317,0.09015791780774955,0.10003736375446912,0.14652763331026397,,-0.0,,
3,,,0.07674350551857953,0.043153176104317355,0.0708650198300039,0.08365027672337523,,-0.0,,
4,,,0.03998614415421081,0.05044169749613232,0.021328150224548557,0.01971000049452769,,-0.0,,
5,,,0.01513693905756613,0.02504294161226216,0.0486057347157261,0.06260877029652208,,-0.0,,
6,,,0.0,0.0,0.0,0.0,,0.0,,
7,,,0.0,0.0,0.0,0.0,,0.0,,
8,,,0.004514245630562391,0.03037374293032304,0.03771782000564979,0.0012133621885213719,,-0.0,,
9,,,0.017891365821154068,0.0034614591438732467,0.037107943581996414,0.05380991938505617,,-0.0,,
10,,,0.02980093338545072,0.06525527026004854,0.005788524558166276,0.0,,-0.0,,
11,,,0.026965798455947966,0.04168765690817313,0.05358461334280404,0.05610985255004196,,-0.0,,
12,,,0.0,0.0,0.0,0.0,,0.0,,
13,,,0.0,0.0,0.0,0.0,,0.0,,
14,,,0.08564070847830563,0.04662322652473917,0.1607704634782824,0.055696240383552024,,-0.0,,
15,,,0.008480784375452192,0.031054925128964694,0.0005102924650498641,0.038032479431743635,,-0.0,,
16,,,0.0,0.0,0.0,0.0,,0.0,,
17,,,0.0,0.0,0.0,0.0,,0.0,,
18,,,0.03574035126680467,0.08587487750385177,0.04355329727973404,0.013901732706506534,,-0.0,,
19,,,0.010992671491046085,0.032368651576178395,0.011118189053993735,0.02950049574233821,,-0.0,,
20,,,0.02527074888603738,0.06953160037559328,0.009169691576980426,0.008325677547855856,,-0.0,,
21,,,0.045014951878256895,0.015270212209778741,0.06198633837681208,0.08001419937502256,,-0.0,,
22,,,0.01258377728483757,0.05219066037295206,0.008947204555016531,0.0,,-0.0,,
23,,,0.008706852004556898,0.01318171207922042,0.02049128159078081,0.005838641200396329,,-0.0,,
24,,,0.02801616146897737,0.04943282652314428,0.029039147816477498,0.053852311397951796,,-0.001385235422116611,,
25,,,0.34715720510695747,0.1265315434329565,0.2103360900691404,0.1946175092340192,,0.0,,
26,,,0.01980727432337459,0.03642416081765,0.016721222021301253,0.03202123827790323,,0.0,,
