learners,metrics,0,1,2,3,4,5,6,7,8,9
Mean,fit_time,0.0016486644744873047,0.0015685558319091797,0.0014846324920654297,0.0013387203216552734,0.0013878345489501953,0.0013377666473388672,0.0012886524200439453,0.0008261203765869141,0.0007150173187255859,0.0006573200225830078
Mean,score_time,0.0018091201782226562,0.0018739700317382812,0.0017964839935302734,0.0017652511596679688,0.0018131732940673828,0.0017554759979248047,0.0016372203826904297,0.000888824462890625,0.0008909702301025391,0.0008053779602050781
Mean,test_MSE,0.022798069175416092,0.007681531248908582,0.0240812322261454,0.024606090652270856,0.013054856179311305,0.007839240300904908,0.0151829990476253,0.015395470319813096,0.013578694340581005,0.017603472736722775
Mean,train_MSE,0.013954469781209289,0.015608690511859818,0.013806490766994705,0.013430835062307984,0.01488471007674646,0.01562635097241543,0.014727600833333333,0.014620766036724095,0.014782398996665025,0.014432832453372069
Mean,test_MAE,0.15049812940097917,0.08651580158776602,0.15471926190336863,0.15641725086312833,0.10496217839936021,0.0778607291239979,0.12284515477792732,0.1192,0.1039,0.1305
Mean,train_MAE,0.11240110928209605,0.11963207453561538,0.10878814492923236,0.11071487226718431,0.11687290629364938,0.12100749986642823,0.11405833333333333,0.11492872925078511,0.116086368139674,0.11405442369522954
Mean,test_EV,0.0,0.0,0.0,3.3306690738754696e-16,0.0,0.0,-8.881784197001252e-16,-2.220446049250313e-16,0.0,0.0
Mean,train_EV,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Median,fit_time,0.001424551010131836,0.0007483959197998047,0.0013763904571533203,0.001344919204711914,0.0013790130615234375,0.0007665157318115234,0.001203298568725586,0.0012621879577636719,0.0012099742889404297,0.001224517822265625
Median,score_time,0.001644134521484375,0.0008885860443115234,0.0015666484832763672,0.001596689224243164,0.0015718936920166016,0.0009062290191650391,0.001459360122680664,0.0014824867248535156,0.0014548301696777344,0.0014328956604003906
Median,test_MSE,0.026176826666666667,0.006197506666666667,0.047000999999999994,0.02116661333333333,0.01568586666666667,0.00392508,0.032778954986387075,0.020769640000000002,0.02291722,0.022113940000000002
Median,train_MSE,0.014071871425464991,0.017888505173490034,0.017619232761997256,0.01593601299957699,0.017985700279113535,0.018184908651750903,0.018085803333333334,0.01678763094603921,0.018070419427420995,0.016675605946039212
Median,test_MAE,0.16133333333333333,0.07060000000000001,0.21646666666666667,0.13973333333333335,0.0944,0.061,0.18079515477792732,0.1192,0.11009999999999999,0.1305
Median,train_MAE,0.11193001345895022,0.11755610041547195,0.10065175258938498,0.10853870911112413,0.11445175258938499,0.11880827432851543,0.10743333333333333,0.11154959623149395,0.11282459623149395,0.11060792956482728
Median,test_EV,0.0,0.0,1.6653345369377348e-15,0.0,0.0,1.1102230246251565e-16,-8.881784197001252e-16,-2.220446049250313e-16,0.0,0.0
Median,train_EV,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF,fit_time,0.01365208625793457,0.02104330062866211,0.03241586685180664,0.020526885986328125,0.013409852981567383,0.01819586753845215,0.01351475715637207,0.017772436141967773,0.01807880401611328,0.016299009323120117
RF,score_time,0.0041005611419677734,0.005877017974853516,0.005888462066650391,0.005627632141113281,0.00402069091796875,0.0053441524505615234,0.004007577896118164,0.0049707889556884766,0.0051517486572265625,0.004865407943725586
RF,test_MSE,0.02204846332158113,0.01390938076855825,0.035857109427491075,0.05500933072860318,0.018999169514840715,0.004861947093872005,0.013315677880730932,0.028804769930364946,0.008463609257025889,0.015258355642799658
RF,train_MSE,0.0017420770175865373,0.004043641363211462,0.002443154963432316,0.0023576757485298493,0.0030935117059548976,0.0032605077047817054,0.003391272960245421,0.003992517450028006,0.0031217691109724104,0.003372123657683594
RF,test_MAE,0.14670276648219682,0.11366405883516317,0.1881387477090548,0.23123445153887787,0.1240434560679214,0.060888409118472354,0.11314019078277215,0.16909342753711443,0.07626692056816,0.12256974075765344
RF,train_MAE,0.03696331486001694,0.05467416142933729,0.04089322653739137,0.03808441015430885,0.04605864578966425,0.04496722277792427,0.04657091789841422,0.04978987604197526,0.04945033562689599,0.05086683021961588
RF,test_EV,-2.5500319388818613,-0.569805893335148,-2.2191219748240227,-1.4080762891821084,-0.4468995226076158,0.29901167246147675,-4.593482324267242,-1.0123380729084115,0.4611829530921562,0.11784375746695619
RF,train_EV,0.87603483646407,0.7409388097786642,0.8230539492054045,0.8247787618800463,0.7957274196319968,0.7913871437170767,0.7725028185306445,0.7270168124724119,0.7888506092355739,0.7687446378833487
ExtraTrees,fit_time,0.01399374008178711,0.026738882064819336,0.025432109832763672,0.014256000518798828,0.013868093490600586,0.013974428176879883,0.019521474838256836,0.0201566219329834,0.013815879821777344,0.013700246810913086
ExtraTrees,score_time,0.004897117614746094,0.007526397705078125,0.0074460506439208984,0.006812572479248047,0.004825592041015625,0.004868745803833008,0.005948543548583984,0.006186008453369141,0.004786968231201172,0.004797458648681641
ExtraTrees,test_MSE,0.023786077013788796,0.0038781743582798987,0.03819791397346558,0.03501422362606838,0.019940948350865583,0.0059045032115266965,0.015148368815419859,0.026350916695700208,0.006343653504562936,0.02090699381281448
ExtraTrees,train_MSE,0.004092737806075566,0.004809525801283237,0.003197051469338044,0.0029615614853717755,0.004813290247966499,0.004074907039067542,0.004046311361771812,0.004292237619818421,0.004687338510424942,0.0039958329210406296
ExtraTrees,test_MAE,0.15271324863711136,0.059228518395678914,0.19336944933769937,0.18513184090763427,0.12196290563990868,0.07252060612307783,0.11990817101169354,0.1622341529086287,0.06181403325769867,0.14189495592188206
