,Random,Trivial,RBF-SVM,RF,ExtraTrees,AdaBoost,GradBoost,GP,LogisticReg,MLP
0,,,,0.014848846271685248,0.01690479175015055,0.0,0.00691337428241727,,-47.51299168406116,
1,,,,0.042924535812072485,0.01767849152906849,0.0,0.05111052962920346,,105.49438353553138,
2,,,,0.03798784485863358,0.008272359473185834,0.004896067476818431,0.0,,-50.574820232913396,
3,,,,0.023398370818693715,0.061478331309511955,0.17126560930849738,0.04829714440074436,,96.03630203797722,
4,,,,0.0022302463891248933,0.02617979390764667,4.183516720823089e-06,1.6301719404147397e-05,,-94.20391629876049,
5,,,,0.018126565302997843,0.0,0.0,0.010117540043857929,,-18.25962294066313,
6,,,,0.03348015988296492,0.004600710875554708,0.05001040613803474,0.04348609505479864,,4500.6359002097215,
7,,,,0.03762251509091495,0.00868597530387656,0.049854205823052195,0.0027349621263604764,,141.15906714208236,
8,,,,0.042551429409267996,0.018958649909013803,5.5498701715200055e-05,0.03209316835140845,,125.26368874810893,
9,,,,0.028845712018242053,0.01444663172037165,0.0007321570249481523,6.053327630945352e-05,,33.50786374599379,
10,,,,0.010991112988907514,0.0,0.0,0.0,,-22.456902467380882,
11,,,,0.02946584870360145,0.030996850879665017,0.06269969467346515,0.11581240368206923,,-5296.623788344185,
12,,,,0.018945418332720263,0.0008139968855771333,3.8541432555089634e-06,0.01922603164557797,,468.22216487958576,
13,,,,0.022060339062916018,0.0,0.09758891859125962,0.03627648087529863,,4.62095908820978,
14,,,,0.03615240455175071,0.01689514963031328,0.09485680175453112,0.0835980103647125,,-18.62978465802298,
15,,,,0.0,0.0,0.0,0.0,,0.0,
16,,,,0.0,0.0,0.0,0.0,,0.0,
17,,,,0.0,0.0,0.0,0.0,,0.0,
18,,,,0.0,0.0,0.0,0.0,,0.0,
19,,,,0.0,0.0,0.0,0.0,,0.0,
20,,,,0.004552297224062142,0.02938663691357989,0.0,0.0,,91.85700431767333,
21,,,,0.0,0.031439320605686036,0.03631172685121297,0.012077834433166318,,85.51568188946393,
22,,,,0.08356138400673713,0.044955573990143285,0.00876236712749651,0.03973185556229439,,123.38526223391737,
23,,,,0.0,0.041581911746754366,0.0,0.0018751301058781782,,-47.19765408366248,
24,,,,0.02654146760980432,0.015313597747677604,0.0,0.004256042073568114,,-40.771983625695576,
25,,,,0.03646463123380269,0.0,0.016907615820384896,0.10279019500519546,,-15.758072339807631,
26,,,,0.0405708178282208,0.03005591937986384,0.024550502696692088,3.9601968405221386e-05,,972.5051160573983,
27,,,,0.0061032750458892854,0.019219340828284324,3.4454102122096716e-07,0.0,,272.08624969135286,
28,,,,0.0,0.029822118308263458,0.010256301985210662,0.05046716311532349,,142.33034172067676,
29,,,,0.018315044075669477,0.020287725330334974,0.00014551718166391797,0.0032511808652697064,,120.99882644341204,
30,,,,0.0,0.0,0.0,0.0,,0.0,
31,,,,0.0,0.0,0.0,0.0,,0.0,
32,,,,0.0,0.0,0.0,0.0,,0.0,
33,,,,0.0,0.0,0.0,0.0,,0.0,
34,,,,0.0,0.0,0.0,0.0,,0.0,
35,,,,0.025051788081470534,0.006416914632117842,0.0001314290134767138,0.0075913835360304095,,-0.7513026528037087,
36,,,,0.054129621021847166,0.014675904227162898,2.081199008414944e-05,0.007094226988503018,,-364.24445413482965,
37,,,,0.0,0.01884151263949845,0.057270672393696466,0.019027734045829227,,-102.27237237046336,
38,,,,0.029987664304255025,0.014805735677348424,0.057819791362874975,0.0430001916207916,,126.05304429716394,
39,,,,0.01287356321839081,0.012537579119064553,0.0,0.010033563257040341,,63.41231264679275,
40,,,,0.0,0.0,0.0,0.0,,0.0,
41,,,,0.0,0.0,0.0,0.0,,0.0,
42,,,,0.0,0.0,0.0,0.0,,0.0,
43,,,,0.0,0.0,0.0,0.0,,0.0,
44,,,,0.0,0.0,0.0,0.0,,0.0,
45,,,,0.005799771437578815,0.020468544497810603,0.0,0.01817068032262402,,-50.5766559304535,
46,,,,0.00889647735442128,0.079690409972527,0.0009984216143180138,0.020329589166672688,,-1410.2053387155784,
47,,,,0.016585280823755447,0.0028023376366078804,0.0,0.005108052765763302,,-661.5646555755482,
48,,,,0.011862140736578475,0.044575817124200015,0.010958061923917307,4.076507977529217e-05,,-276.24463828445585,
49,,,,0.02579910002656748,0.0,0.0,0.008630834241120022,,60.23204060981632,
50,,,,0.007292445774121165,0.00823282287572846,0.0,0.0,,1.3943361440681357,
51,,,,0.007009727785498243,0.0804582878480505,0.019117183509080978,0.13241495142480958,,0.0,
52,,,,0.026728739034827642,0.04082841384127771,0.01440770337217268,0.009613483522039909,,-2.763912289719299,
53,,,,0.019717839565978702,0.021039008555015247,0.04836970860709333,0.002163193003260973,,-656.1541761447501,
54,,,,0.0,0.01047029587052447,0.0,0.0,,117.690137956239,
55,,,,0.03085888143181422,0.008456834951630401,0.0,0.0,,0.8128772986635482,
56,,,,0.01693946124494561,0.03804689629272641,0.0063835586341545,0.0,,124.34701222279494,
57,,,,0.036694816937556544,0.01684440090930933,6.59293743410086e-08,0.03403347883428282,,-49.1841679933707,
58,,,,0.0,0.011890975266771442,0.05672665312748861,0.010762813560858068,,49.98384311828256,
59,,,,0.009474227734930297,0.040769562064487244,3.5280512139437087e-09,0.0,,-8.994537021011702,
60,,,,0.007618133203216454,0.004381898044938485,0.0988339869616474,0.0,,-0.05811387120859021,
61,,,,0.026898971591664676,0.015791969928679213,0.0,0.007753480049335242,,-0.05228965925730195,
62,,,,0.004041082171901926,0.0,6.017467658870401e-05,0.0,,-0.019982112311627716,
