,Random,Trivial,RF,AdaBoost,GradBoost,LogisticReg,MLP-big
0,,,0.011810720689545234,0.0029107288868167906,0.0,-0.024831574916130698,
1,,,0.007029150197787447,0.01204498065741052,0.000602553933102025,0.012161443074011744,
2,,,0.0,0.006536607171946264,0.004116985550374207,0.007679610095789152,
3,,,0.0,0.005619145513473568,0.0,0.010734172994877866,
4,,,0.009174975165807106,0.0031122680762725894,0.0022572909351620605,-0.009673679847076044,
5,,,0.0017198276071027567,0.013864929447436109,0.008543164750107617,-0.047901000684964584,
6,,,0.004051397900271445,0.001832820556289861,0.0,0.034399832728177655,
7,,,0.0,0.008323504785352058,0.0015524670211271283,0.006677116336304956,
8,,,0.0013103364523165636,0.0,0.0,0.024218699648493724,
9,,,0.017708712959987234,0.007135441256448612,0.004275514332133352,0.019481362457259736,
10,,,0.02099127206464607,0.0022998221894026697,0.0,-0.011450662034824676,
11,,,0.002735780992077822,0.009093433393038832,0.007459509701060034,0.01088470106338773,
12,,,0.0030443722849355106,0.0,0.004636089774721946,0.00848490167604469,
13,,,0.0,0.0,0.0,0.029726194618232928,
14,,,0.0024159167150379283,0.0,0.0,-0.020060648888071474,
15,,,0.07784169174426639,0.0,0.0,-0.00815113962348135,
16,,,0.010850736631738411,0.0018762184251483968,0.0033075825429237965,-0.005451937438972921,
17,,,0.0,0.0,0.0,0.007692660773589033,
18,,,0.0,0.0,0.0,-0.008920571152841034,
19,,,0.0013666204130054875,0.0,0.0,0.0023230949841585215,
20,,,0.02871887121668843,0.037472360181496266,0.037691159715553035,-0.022581178203616797,
21,,,0.006912860504751645,0.053846838451884024,0.035086135239930906,0.015733199544372117,
22,,,0.0,0.004772726200838412,0.0016209453709628342,-0.0024837946437889493,
23,,,0.0014679782208821001,0.008026007001944975,0.013022230710364248,-0.044163383740541566,
24,,,0.018871796828860993,0.05074053990662214,0.042581099823047974,0.007578195679307594,
25,,,0.01234762485503246,0.0,0.0,-0.0022709311114569417,
26,,,0.0,0.002020975736628486,0.002854923287321652,-0.0009173324434719875,
