,Random,Trivial,RBF-SVM,RF,ExtraTrees,AdaBoost,GradBoost,GP,LogisticReg,MLP,MLP-big
0,,,,0.047891392703117416,0.011827847025485939,0.002564159511892978,0.005939802569386451,,20.820210182128257,,
1,,,,0.011337430145824291,0.03301195679960931,0.0020851684104653146,0.00506729089329743,,-28.877586829713458,,
2,,,,0.03859811728371955,0.012589211380349626,0.017801266869466245,0.03533573367748638,,-0.39935457941852737,,
3,,,,0.013788985988648719,0.01453200417585621,0.0038794283634374684,0.0,,0.3112006288342021,,
4,,,,0.006672386507781879,0.02531016122555259,0.004357355669718963,0.02449960130824188,,-4.269462770066931,,
5,,,,0.023982167886019083,0.029178798919647635,0.030723575878986425,0.01262640776691529,,37.28405797596911,,
6,,,,0.004632342976745145,0.007090259404109689,0.08516607118697568,0.06824534907969929,,-13.149913830283522,,
7,,,,0.02784496085181139,0.011716171721356285,0.019243740958806262,0.010163533892164671,,4.041682549047525,,
8,,,,0.010009438025185946,0.020565957497493285,0.044287594060195105,0.009041995715103073,,-0.8625656232358925,,
9,,,,0.018946847246287774,0.03645857162269156,0.03480671793067593,0.00882839474005866,,-8.330813605629787,,
10,,,,0.030961966051071117,0.03248660661734436,0.015260196132485485,0.014246797091224101,,23.00038492914319,,
11,,,,0.00780049565590257,0.0048820469858746485,0.021625592837507125,0.009310333801213417,,38.1476170970879,,
12,,,,0.028075063795326212,0.013095941915063835,0.015647819444138067,0.037966388232961806,,1.4875556812648256,,
13,,,,0.019266308042101617,0.007340740408843809,0.017161716265171552,0.015650278882666995,,-1.683938738069313,,
14,,,,0.018658682794929132,0.030207605076602036,0.014120959753155967,1.2355741219780245e-05,,-30.56955051880064,,
15,,,,0.0,0.0,0.0,0.0,,0.0,,
16,,,,0.0,0.0,0.0,0.0,,0.0,,
17,,,,0.0,0.0,0.0,0.0,,0.0,,
18,,,,0.0,0.0,0.0,0.0,,0.0,,
19,,,,0.0,0.0,0.0,0.0,,0.0,,
20,,,,0.03509725301566387,0.023231392906988956,0.00433121126906411,0.03161455091139938,,-0.8521449464806173,,
21,,,,0.01292881516622901,0.009717221649116311,0.010216769334788175,0.01585057593639347,,-3.424369224221709,,
22,,,,0.023540135419961392,0.014159831988550748,0.01878105472917006,0.01842642109341928,,0.8868497124564917,,
23,,,,0.015758813014987542,0.026039575066017916,0.01557200580844328,0.014094021478234965,,0.31692121363468556,,
24,,,,0.02290190927460717,0.023099700110418748,0.011481145015207016,0.01777703343041663,,0.1199611954418423,,
25,,,,0.020493277005071912,0.016578437178693485,0.01905668114350438,0.0,,0.0,,
26,,,,0.004763148144691028,0.016264952185084308,0.028518843635048818,0.003335206649298324,,44.63101897457676,,
27,,,,0.03226823110610155,0.0469659188209659,0.0,0.01460907294466224,,-5.851793915111644,,
28,,,,0.006793225258390774,0.026972749275358428,0.020014200722389807,0.013299241603997801,,-0.5941718210739225,,
29,,,,0.02641182260301079,0.021868852976115724,0.012552922723516269,0.014813173871301676,,-15.600750535552809,,
30,,,,0.0,0.0,0.0,0.0,,0.0,,
31,,,,0.0,0.0,0.0,0.0,,0.0,,
32,,,,0.0,0.0,0.0,0.0,,0.0,,
33,,,,0.0,0.0,0.0,0.0,,0.0,,
34,,,,0.0,0.0,0.0,0.0,,0.0,,
35,,,,0.023166268862573856,0.026189451549410787,0.0024190527000821074,0.011393436023014713,,-51.3369746259679,,
36,,,,0.01695513697980502,0.003106762526067014,0.004506821482986874,0.00863619789778636,,9.353448839204985,,
37,,,,0.02147208173960482,0.019106384898025117,0.063412509896847,0.011040704978887522,,1.8940681702156517,,
38,,,,0.009340347910932842,0.01339302895109198,0.01103194671935176,0.0,,0.30770434815833225,,
39,,,,0.011006221393181997,0.029989654265983445,0.02472987050118783,0.04271114046133755,,2.5987573932568533,,
40,,,,0.0,0.0,0.0,0.0,,0.0,,
41,,,,0.0,0.0,0.0,0.0,,0.0,,
42,,,,0.0,0.0,0.0,0.0,,0.0,,
43,,,,0.0,0.0,0.0,0.0,,0.0,,
44,,,,0.0,0.0,0.0,0.0,,0.0,,
45,,,,0.04396083121647084,0.019218988385434742,0.012534317215751373,0.024048131981861953,,0.0,,
46,,,,0.01349525543768229,0.004686428895076157,0.04060880616797559,2.0907330180470098e-05,,-136.74257959297674,,
47,,,,0.03758944181974412,0.03001699519024854,0.007813431939611171,0.012363541882646848,,7.3516385975927765,,
48,,,,0.0061871055637605565,0.001844838077809495,0.009797430443504713,6.707459294393136e-05,,2.4247547249811627,,
49,,,,0.012402388651349393,0.04706263851937097,0.011047004355760644,0.003129537278026651,,46.6962590236231,,
50,,,,0.060683709996218735,0.0071764685393615,0.03272077093373756,0.10064641813504438,,57.47492985962014,,
51,,,,0.021234664391512913,0.013632814816533879,0.017702023783204922,0.041288121215790174,,-139.74052439455983,,
52,,,,0.03385954893580338,0.04624036227849754,0.02742431980554525,0.027648829203324156,,-2.903119254143163,,
53,,,,0.015502807811915247,0.005203111972823818,0.014125747423819102,0.0082702288588581,,3.354906723198676,,
54,,,,0.020571662518543685,0.05032907364838866,0.0283888638533824,0.17596458853411748,,5.80246277006154,,
55,,,,0.04484100545706789,0.030335593733167448,0.009639167383256061,0.002215481881350418,,-2.8673995352836594,,
56,,,,0.04126049710774251,0.0015664535293866417,0.016062866718971242,0.03716364583276629,,27.184789209047523,,
57,,,,0.0009978654387096414,0.03790732950695501,0.02456973651646272,0.00118111244045767,,-0.938648660565461,,
58,,,,0.019079306000584922,0.014060216468467784,0.01568960910713305,0.010539230498214522,,-0.26941280082092106,,
59,,,,0.01906931606629415,0.06422582946473833,0.01925063667540716,0.0096480768278844,,0.5648664665051915,,
60,,,,0.007289280034413001,0.008993789866510692,0.03002181257617494,0.02957308071904,,-0.003955590686794784,,
61,,,,0.00801622815343068,0.0036815195707146976,0.060644025848509676,0.03580657914628411,,-0.0074585005248243965,,
62,,,,0.0025958125494706104,0.00683975241274444,0.04660303029712636,0.005890372969419195,,-0.004582479664744412,,
