,Mean,Median,RF,ExtraTrees,GradBoost,AdaBoost,GP,ElasticNet,MLP
0,,,2.936207939009526e-07,0.01198132709409728,0.0,0.002930609224508753,,-0.0,
1,,,0.04125217984916355,0.02167437026339636,0.02195808155477801,0.02245062113334126,,-0.0,
2,,,0.05622729890506695,0.0,0.009128571906962502,0.027755268981738634,,-0.0,
3,,,0.016180721922180445,0.016502480288605743,0.0004119006429010033,0.028495625225823197,,0.0,
4,,,0.017649412219971135,0.04161162440820768,0.007789217588342484,0.01733765584464186,,-0.0,
5,,,0.0,0.002682645275075789,0.011957300142245069,0.015131147285360165,,-0.0,
6,,,0.01982823664888531,0.05090988753106872,0.014899290335574886,0.028404324512111383,,0.0,
7,,,0.0010188956274201006,0.00895502164816186,0.00017396287417660735,0.02291438699195991,,-0.0,
8,,,0.021313768887315034,0.03188512566238251,8.202948176014822e-05,0.004252349895072208,,0.0,
9,,,0.0,2.5641957267542843e-05,0.0006903199861916841,0.009863647055949314,,-0.0,
10,,,0.004750568823468519,0.020687884650115035,0.0,0.005108424530830262,,-0.0,
11,,,0.009684936784477047,0.003456665287041075,0.0,0.014386877944978917,,0.0,
12,,,0.01646690453681,0.014806556011267813,0.013551669208075802,0.00433519081896981,,-0.0,
13,,,0.004530505869131259,0.009795841983302574,0.002685645651555078,0.0360842851349212,,0.0,
14,,,0.01647593400532989,0.019464755217463766,0.0014646508875709899,0.019538331533515477,,-0.0,
15,,,0.0,0.0,0.0,0.0,,0.0,
16,,,0.0,0.0,0.0,0.0,,0.0,
17,,,0.0,0.0,0.0,0.0,,0.0,
18,,,0.0,0.0,0.0,0.0,,0.0,
19,,,0.0,0.0,0.0,0.0,,0.0,
20,,,0.020646581483033166,0.00669094339669214,0.0,0.013134760101921767,,-0.0,
21,,,0.006772246699922614,0.0031535281011121096,0.0,0.028350296616286047,,0.0,
22,,,0.2730832482031284,0.09713958679224668,0.36893329875882225,0.12466517629550959,,-0.0,
23,,,0.0058751213410997444,0.018112207119889638,0.004963170640002425,0.005337517305651586,,0.0,
24,,,0.022745618621341314,0.025024484135893876,0.00013185341056059645,0.00437521554883117,,-0.0,
25,,,1.620049966355027e-08,0.0,0.0,0.0011025997991319445,,-0.0,
26,,,0.007630544207358846,0.0,8.005589907732065e-05,0.006029117567919899,,0.0,
27,,,0.00010290484922759264,0.0,0.000597696885200405,0.011512802953065593,,-0.0,
28,,,0.035509071537530336,0.050774053421457764,0.06625429927568423,0.03774466410322649,,0.0,
29,,,0.02113024019703195,0.016929886135059823,0.060148988196358534,0.023509854085879453,,-0.0,
30,,,0.0,0.0,0.0,0.0,,0.0,
31,,,0.0,0.0,0.0,0.0,,0.0,
32,,,0.0,0.0,0.0,0.0,,0.0,
33,,,0.0,0.0,0.0,0.0,,0.0,
34,,,0.0,0.0,0.0,0.0,,0.0,
35,,,0.0,0.04616387631710722,0.00022437151985043232,0.00927716380833699,,-0.0,
36,,,0.00671128409714012,0.008442852559160715,0.0018986708593596376,0.0011011056311059694,,0.0,
37,,,0.018529114973117045,0.01473302994551159,0.001023073791266208,0.0175855830903841,,0.0,
38,,,0.005812197645063275,0.025937156287160805,0.007486804034089623,0.04728845308029088,,0.0,
39,,,0.056057030992295906,0.018585731293905255,0.06036852534822093,0.02726759935668375,,-0.0,
40,,,0.0,0.0,0.0,0.0,,0.0,
41,,,0.0,0.0,0.0,0.0,,0.0,
42,,,0.0,0.0,0.0,0.0,,0.0,
43,,,0.0,0.0,0.0,0.0,,0.0,
44,,,0.0,0.0,0.0,0.0,,0.0,
45,,,0.0,0.00423311633403159,0.0,0.00026266233042098895,,-0.0,
46,,,0.010226899288075356,0.012222604501151977,0.02702312341945296,0.009262723795502754,,0.0,
47,,,0.012682218882168927,0.00726370066718241,0.0053865036322576585,0.019115261885771753,,-0.0,
48,,,0.021597429894227815,0.012262351026091788,0.025723996911373503,0.01812911154159537,,0.0,
49,,,0.044121140773027305,0.03920997810710105,0.04626028902511945,0.011926426977088551,,-0.0,
50,,,0.015263011632621845,0.014731547658029639,0.0007626055125838569,0.012465821093923487,,-0.0,
51,,,0.008483435506207622,0.03715086591336618,3.198541405751337e-05,0.030090251167001262,,0.0,
52,,,0.0019783697861577307,0.011644544261765345,0.0,0.010933969054287873,,-0.0,
53,,,0.005969049507717338,0.007685139227851188,0.0,0.01831259218416157,,0.0,
54,,,0.0011511231216081341,0.015444795195618158,0.012145309272343599,2.7301974146459654e-06,,-0.0,
55,,,0.0,0.015937898786958324,0.0004904638738412828,0.0003929190085524395,,-0.0,
56,,,0.004612203651333713,6.104211999657175e-05,0.014136413790276126,0.013043772528560236,,0.0,
57,,,0.011534842595464948,0.00126987133030277,0.0,0.0024555960316974884,,-0.0,
58,,,0.00034798296485124625,0.010095731370461191,0.00017630607169687594,0.013511174119553456,,0.0,
59,,,0.008719000688912182,0.0028883864861748167,0.0002153922412759329,3.975565566168931e-06,,-0.0,
60,,,0.0009458835303694081,0.020705643772353732,0.008759211171895816,0.027707915860936284,,0.0,
61,,,0.09034486321105319,0.04790530468904051,0.00016061201015704046,0.05194301242607441,,-0.0023539824356047343,
62,,,0.05603766621840012,0.15316031576987138,0.20182433877504152,0.1431694287739436,,0.0,
