learners,metrics,0,1,2,3,4,5,6,7,8,9
Mean,fit_time,0.0014224052429199219,0.0008213520050048828,0.0015251636505126953,0.0006573200225830078,0.0011894702911376953,0.0006644725799560547,0.0012714862823486328,0.0008425712585449219,0.0012278556823730469,0.0010902881622314453
Mean,score_time,0.0016911029815673828,0.0008928775787353516,0.0018007755279541016,0.0008711814880371094,0.0015614032745361328,0.0008733272552490234,0.001653909683227539,0.0008945465087890625,0.0014824867248535156,0.0014531612396240234
Mean,test_MSE,0.021666919904571445,0.008870153059861068,0.025411770474608436,0.024627405869087664,0.013168348763246615,0.014450149735323964,0.010086359119705327,0.024285664365384155,0.011756440413131992,0.02016364452692696
Mean,train_MSE,0.015293095917529507,0.016740081878313204,0.01500277417498075,0.014872322690637263,0.016023675391455404,0.015894149567564533,0.016424095942448886,0.014892999601647732,0.01627319807962113,0.015348497275679341
Mean,test_MAE,0.14622225040552833,0.09235,0.15924120567780045,0.15647803877372304,0.1057487168813462,0.1175648088353692,0.09187368406386866,0.15564438656692967,0.10342015270836995,0.13963059346348136
Mean,train_MAE,0.11797354553221596,0.12430896757909068,0.11531073692499276,0.11701085454801757,0.12190793850084476,0.12077167215126093,0.12271535675755856,0.11642130759004914,0.12278357015277548,0.11791064567962506
Mean,test_EV,0.0,0.0,2.3314683517128287e-15,0.0,0.0,0.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,0.0
Mean,train_EV,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,4.440892098500626e-16
Median,fit_time,0.0012829303741455078,0.0013592243194580078,0.0008330345153808594,0.0012776851654052734,0.0011906623840332031,0.0012707710266113281,0.0007781982421875,0.0011093616485595703,0.0007655620574951172,0.0007169246673583984
Median,score_time,0.0013594627380371094,0.0014719963073730469,0.0008902549743652344,0.0014009475708007812,0.0013706684112548828,0.0014529228210449219,0.0008826255798339844,0.0012791156768798828,0.0008993148803710938,0.0008919239044189453
Median,test_MSE,0.03207334922487311,0.011962530000000002,0.050799079999999996,0.021174942633627084,0.015824066666666668,0.014874773333333334,0.028612102323773397,0.03173678370370371,0.015597882991820064,0.029730640000000003
Median,train_MSE,0.01632144578661836,0.019218480061566047,0.019362135673773047,0.017385581841339405,0.019277938694757756,0.018037323493093924,0.021657340260968896,0.0176317955529953,0.01656732183714383,0.017839327660275
Median,test_MAE,0.17829014508367727,0.09235,0.22526666666666664,0.13976723338485317,0.09473333333333334,0.10213333333333334,0.164214850204041,0.17308888888888893,0.12057018937080023,0.15626666666666666
Median,train_MAE,0.11736155305520536,0.12118157378144497,0.10812014020277445,0.11528215054227241,0.11994082985794688,0.11917531261656757,0.11443584535408056,0.11183508273151009,0.1221921895782089,0.11357531261656756
Median,test_EV,0.0,0.0,2.3314683517128287e-15,0.0,0.0,0.0,-2.220446049250313e-16,0.0,4.440892098500626e-16,-2.220446049250313e-16
Median,train_EV,-2.220446049250313e-16,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,4.440892098500626e-16
RF,fit_time,0.021710872650146484,0.01987314224243164,0.014744997024536133,0.022942781448364258,0.014234304428100586,0.017283201217651367,0.018016815185546875,0.016859769821166992,0.01445317268371582,0.014865875244140625
RF,score_time,0.0055963993072509766,0.005257368087768555,0.004174947738647461,0.005527496337890625,0.004128456115722656,0.004915714263916016,0.004929065704345703,0.00489354133605957,0.004180192947387695,0.0042858123779296875
RF,test_MSE,0.020330225339769387,0.006548562044690968,0.025491649483681364,0.02419369217579378,0.014024918171448297,0.008284525756775444,0.010705490022017816,0.03129881479240732,0.01000472678123491,0.01807651223716331
RF,train_MSE,0.002524004262259246,0.0028675822138383273,0.0030837606260512335,0.002742696065554895,0.0031918334103153683,0.00256772608359079,0.0038666347205194482,0.002633268948803428,0.002887601877624398,0.002552551238614587
RF,test_MAE,0.1409805653987135,0.07645788973941693,0.15902944141753297,0.15499849432839413,0.11087413761797134,0.08860631240081347,0.09239174095516067,0.15877866745383218,0.07463427558522716,0.13141045886173275
RF,train_MAE,0.044919853528913964,0.04416647378966314,0.04542559944609575,0.045040574575142295,0.05017258806490285,0.043858680702807684,0.051395414806243656,0.04072137022336391,0.04581958797224463,0.04143044056442537
RF,test_EV,-0.5900273734367767,0.5237781859488997,-2.72690959302851,-0.06698579226875045,-0.03715771879615848,0.426343323685899,-0.31822776385507057,-0.2517967212465029,-3.1806351812279683,-0.041597730252374454
RF,train_EV,0.8350654552440079,0.829399689036834,0.7982385957848354,0.8158162573345229,0.8039335152874589,0.8396600632523434,0.7675683800184323,0.8259070162914829,0.8248659058866288,0.8337013551031522
ExtraTrees,fit_time,0.02615976333618164,0.013937950134277344,0.012373208999633789,0.015429258346557617,0.014043331146240234,0.012224674224853516,0.013932943344116211,0.02038741111755371,0.012195825576782227,0.012335777282714844
ExtraTrees,score_time,0.007846355438232422,0.0047147274017333984,0.00432276725769043,0.004717826843261719,0.004941225051879883,0.004136562347412109,0.0047149658203125,0.0065572261810302734,0.004217863082885742,0.004324674606323242
ExtraTrees,test_MSE,0.016839480510993085,0.009040271096225027,0.025893676463557443,0.027671081175083673,0.012765422147836415,0.011363610094570572,0.017836919270034533,0.02397955533002354,0.012116245963574265,0.01365570974966755
ExtraTrees,train_MSE,0.004497462160118031,0.00557126894024483,0.0043947811355353715,0.004798394363714548,0.0049133524613603355,0.004684729217039771,0.005369028397765038,0.0036023138900242706,0.004298926666638985,0.004388208664144894
