,Random,Trivial,RBF-SVM,RF,ExtraTrees,AdaBoost,GradBoost,GP,LogisticReg,MLP
0,,,,0.10796972840897015,0.0767662211271592,0.044826813896615074,0.016099001285575405,,0.040631182812451164,
1,,,,0.1390736680153936,0.05475509231780497,0.0521402473953259,0.07695850684100022,,0.5148252652563637,
2,,,,0.007649149993024164,0.07149299128899168,0.01490710495565642,0.010752312542563602,,-0.11566962697281136,
3,,,,0.027634491531123524,0.0507846600016324,0.06328306144135407,0.01653848044319847,,-0.4919311990491847,
4,,,,0.23897757971699168,0.07387134168103428,0.08510867330344754,0.1370571659560597,,-2.112119581988311,
5,,,,0.05081560824470429,0.06444198201094209,0.05669596683920834,0.043175118641103113,,0.8889835163833517,
6,,,,0.0,0.0,0.0,0.0,,0.0,
7,,,,0.06039732308993062,0.05969350616519181,0.13209960653216063,0.10335614547017034,,0.0159881550713372,
8,,,,0.0,0.0,0.0,0.0,,0.0,
9,,,,0.005204042676871826,0.03811865802793134,0.0308075251486029,0.0041344269507946506,,0.004064074203085596,
10,,,,0.023742687280443923,0.048029306078597914,0.05329102375738408,0.030091867596146103,,-0.07162286668031938,
11,,,,0.008094630233676408,0.07963704289753154,0.007780046628383242,0.0193126175555543,,0.00011032368367991647,
12,,,,0.0,0.0,0.0,0.0,,0.0,
13,,,,0.012564673580751917,0.0064524773900898795,0.04527486975804686,0.0029949271318435305,,0.08862715201608018,
14,,,,0.006437405347599784,0.01650794613984815,0.05018767331902392,0.0,,0.0028959539741172558,
15,,,,0.0,0.0,0.0,0.0,,0.0,
16,,,,0.005262199562628571,0.03398466236775549,0.020876465166594246,0.004807268998522639,,-0.008732620569068048,
17,,,,0.0,0.0,0.0,0.0,,0.0,
18,,,,0.021238728407033027,0.056862968711054875,0.025591537730346885,0.0029842082385222782,,0.01684464791779399,
19,,,,0.0,0.02562654673265235,0.0,0.0,,-0.804257045578694,
20,,,,0.0,0.0,0.0,0.0,,0.21868944592220096,
21,,,,0.0,0.0,0.0,0.0,,0.0,
22,,,,0.0843301045247359,0.05597956510311518,0.061396548482871335,0.03488105171165076,,0.3634575344975139,
23,,,,0.11746959571961227,0.07687334884357813,0.1258521703417465,0.38899848803937676,,-0.046034442854065404,
24,,,,0.036799310478160846,0.010742851026676726,0.032396822150556746,0.02456357898249597,,0.018624342624104357,
25,,,,0.03572433045397222,0.07721635452303797,0.07016367847758154,0.05967932700141774,,0.029017629861581427,
26,,,,0.010614742734375274,0.02216247756537405,0.027320164675093718,0.023615506614004314,,0.01974694728773169,
