,Random,Trivial,RF,AdaBoost,GradBoost,LogisticReg,MLP-big
0,,,0.014461020590875668,0.006595117737385267,0.0125767552420513,-0.021822274920864835,
1,,,0.03685494835050737,0.03236042223897501,0.013633724298240767,0.017144252036878,
2,,,0.0023714876583562266,0.013449358460106479,0.0003517246182643558,0.0016850185752486741,
3,,,0.0023631683439167004,0.010199124317850522,0.017615564222307967,7.84239121216649e-05,
4,,,0.007219469657090485,0.0015368180721030587,0.0022449300340707354,0.01690108088366615,
5,,,0.014086828957049907,0.031130758352207088,0.002294502681819631,-0.0010236631095440316,
6,,,0.034560846324545945,0.0,0.00022178315489630146,-0.008336188504754573,
7,,,0.01552134144365443,0.0,0.005906639078889647,-0.0009593876984856669,
8,,,0.009151244492988911,0.0,0.0,0.004719078500680377,
9,,,0.0024905224332978427,0.0,0.002765879301238381,0.0009472630412183118,
10,,,0.0026162281106170407,0.0029176905614054912,0.0,-0.0005774857766417823,
11,,,0.03599659327678625,0.002342848281246674,0.010626637731415848,-0.0031342949167252293,
12,,,0.03348931947748131,0.005407226024397688,0.0029769185960571145,-0.007425997210038034,
13,,,0.011308168428935176,0.0030946051042071215,0.0030193505604202905,0.0004161092410379261,
14,,,0.002059303662404988,0.0,0.0,0.004753840595712845,
15,,,0.002822918797040071,0.0031376611576027745,0.0,0.001787231097595123,
16,,,0.0041002680357005265,0.006349436492145241,0.0,-0.004699734366750258,
17,,,0.023908608902319127,0.012070604969249365,0.021981758508266402,0.004283190050839802,
18,,,0.0,0.0,0.0,-0.00194804585064523,
19,,,0.0,0.0,0.0,-3.637147075325198e-05,
20,,,0.0,0.0,0.0,0.0,
21,,,0.0,0.0,0.0,0.0,
22,,,0.0,0.0,0.0,0.0,
23,,,0.0,0.0,0.0,-0.0016890522925661247,
24,,,0.038956410469912536,0.03329230862949577,0.018813749478269078,-0.02284052404046014,
25,,,0.01773188201442987,0.029849083689548743,0.037951292778946384,0.017914685620356165,
26,,,0.006730287629458381,0.008697603499739132,0.0,0.0037871659843651613,
27,,,0.004087908695178186,0.020998656991919842,0.01432386500419085,-0.00037701230816563627,
28,,,0.008767725334021426,0.007954198037299888,0.004927524353436184,0.016128334942478145,
29,,,0.011555268093782895,0.022967791547003298,0.0037203373297006793,0.007974784038405975,
30,,,0.07424356573109778,0.030954776928268406,0.05459036325742344,-0.006537611593448551,
31,,,0.009896840257025294,0.041346408230518814,0.023221012952695762,0.0019591876239338953,
32,,,0.001818604959454882,0.008654150380278992,0.011070231870443304,0.002969080500502718,
33,,,0.0,0.0,0.002588651773587263,0.00125812864442215,
34,,,0.004257941421553074,0.003274182921031262,0.0042067414043832655,-0.0006691053589492644,
35,,,0.030820502894396844,0.007272625552012348,0.001357237135131167,-0.0023688568622934726,
36,,,0.0,0.0,0.0,-7.003646139405449e-05,
37,,,0.0,0.0,0.0,-0.00028821689727774667,
38,,,0.0,0.0,0.0,0.0,
39,,,0.0,0.0,0.0,0.0,
40,,,0.0,0.0,0.0,0.0,
41,,,0.0,0.0,0.0,-0.00019615420964516124,
42,,,0.15074547357666973,0.04179301673018852,0.09545915665744219,-0.027001364517371885,
43,,,0.017544591729100403,0.040421947839102246,0.06125994484359872,0.0025290796952284044,
44,,,0.00929725637808534,0.013733623467510359,0.013487214105510487,0.01275935476313166,
45,,,0.0030040556680860394,0.024286407884793387,0.004985608244190841,0.008202460490684441,
46,,,0.008193196079665984,0.006808643893558961,0.024725760090173018,-0.025269108298522934,
47,,,0.013241782075799974,0.043500322508907646,0.021335571855323844,0.013373362461126012,
48,,,0.0,0.0,0.0,-0.0011644963907210212,
49,,,0.0,0.0,0.0,0.0,
50,,,0.0,0.0,0.0,0.0,
51,,,0.0,0.0,0.0,0.0,
52,,,0.0,0.0,0.0,0.0,
53,,,0.0,0.0,0.0,-0.0018456954447373772,
54,,,0.012839979927631936,0.0,0.0,-0.007626810293842119,
55,,,0.01938375293751634,0.001487049638616993,0.00437468291504906,0.000808922722239367,
56,,,0.0037200626863206536,0.004585936999007523,0.0,0.004338521767155652,
57,,,0.0032881191353158353,0.00409383354398494,0.008392684727431798,0.0007543694952693705,
58,,,0.02017652561833691,0.001969940967830774,0.0,-0.005508703201843535,
59,,,0.031793063417238136,0.011790580689956774,0.0307846544787765,0.0013285375898766168,
60,,,0.024313690884947746,0.010281596474018943,0.011107876129889517,-0.006627386787881869,
61,,,0.017426887201609308,0.05595447044530777,0.03677821867398521,0.0047824921187185395,
62,,,0.02084235739011608,0.07407330645327534,0.031019067542560622,0.0008926007783943388,
63,,,0.009556770640678903,0.034671381405875626,0.0423656688345096,-0.00029799263763846467,
64,,,0.0206646166114074,0.015350313974351104,0.036297581703177456,0.0022239192955844827,
65,,,0.01629942404234305,0.030082417912069566,0.012849921203246677,-0.0020968970085504684,
66,,,0.018984440254410838,0.03317592148227344,0.006411692658059217,-0.13710465965869467,
67,,,0.014805822953702984,0.009484848709553144,0.018145831377216842,0.041632494975296884,
68,,,0.0,0.00492091060558498,0.008663379248539466,0.02785261281258332,
69,,,0.009075819945369943,0.0038281079259853807,0.001664129484570907,0.009910805616832115,
70,,,0.0,0.00784960960977743,0.015261719170858182,-0.03243673190071709,
71,,,0.005362504662139926,0.031306070431291855,0.009441458832918678,0.07109516729462562,
72,,,0.0414967094511534,0.01093886044461344,0.026833551798311137,0.0017331379289144031,
73,,,0.022415342539027373,0.13249562480805904,0.20361839649687488,0.00023946613658092056,
74,,,0.021278529749446606,0.005261796978506592,0.0017490535616391518,0.0013754079169490863,
