,Mean,Median,RF,ExtraTrees,GradBoost,AdaBoost,GP,ElasticNet,MLP
0,,,0.0019193586915672363,0.07108352974035828,0.04037682105911458,0.05596569863817266,,-0.0,
1,,,0.029425282589582945,0.10058102403190958,0.022894538305860017,0.0047919871059444,,-0.0,
2,,,0.0052097907906552745,0.023503122260104266,0.02076592354446746,0.0,,-0.0,
3,,,0.011798552124912673,0.04774539752761316,0.020510491690112608,0.03362413331171862,,-0.0,
4,,,0.34421540984306326,0.1290803549383592,0.23606082231055647,0.24128376759334655,,0.07225607403894817,
5,,,0.07333627526905714,0.04278907801581192,0.048035768280933665,0.02558874446015187,,-0.0,
6,,,0.0,0.0,0.0,0.0,,0.0,
7,,,0.06498472143618034,0.1418644036271442,0.10635072909279583,0.10253842557157482,,-0.03355503143386728,
8,,,0.0,0.0,0.0,0.0,,0.0,
9,,,0.003104715784989752,0.006724750137953185,0.002487946546443458,0.033758069207760234,,-0.0006984801104671744,
10,,,0.009854257922291795,0.05388044286816411,0.012439709807093927,0.010315825320348193,,0.004385426572769095,
11,,,0.0016872044350244642,0.025625556747703875,0.005914942219490967,0.004869641956954127,,0.0007629466642573414,
12,,,0.0,0.0,0.0,0.0,,0.0,
13,,,0.0034734830768666956,0.007062662033818315,0.005509510189521122,0.009297291309326307,,-0.0,
14,,,0.0036684554949249007,0.0058789983487367945,0.008811130074793698,0.031167183760333443,,-0.0015541246631310835,
15,,,0.0,0.0,0.0,0.0,,0.0,
16,,,0.006592213925396792,0.006831573837580401,0.010975013056118203,0.014620141603946946,,0.00017855928995356738,
17,,,0.0,0.0,0.0,0.0,,0.0,
18,,,0.0022606630201900133,0.02900563515615766,8.917057465375523e-06,0.01889455228040827,,0.005540369401173826,
19,,,0.0,0.0,0.0,0.0,,0.0,
20,,,0.0,0.0,0.0,0.0,,0.0,
21,,,0.0,0.0,0.0,0.0,,0.0,
22,,,0.030649790164524588,0.12666474095740027,0.0492208804550369,0.00713989004789711,,-0.031358339401948196,
23,,,0.3843303191432985,0.15851450041506904,0.37125270886820627,0.33313784709521116,,0.007065952578005145,
24,,,0.005997727069033407,0.00118600704850167,0.005748437257877508,0.011794195529773769,,-0.0,
25,,,0.015324513039502363,0.01180782171295959,0.029479512571394653,0.020999075645070153,,-0.0006238917738799131,
26,,,0.0021672661789378833,0.010170400594654487,0.0031561976127172276,0.04021352956206136,,0.0003932747073710729,
