,Mean,Median,RF,ExtraTrees,GradBoost,AdaBoost,GP,ElasticNet,MLP
0,,,0.05088835944550718,0.030597386377313667,0.07943351891865659,0.058511334912948354,,0.0,
1,,,0.002666044113732072,0.021556745830309913,0.0005930482845781573,0.03364173746227442,,0.0,
2,,,0.006690490697672013,0.04497669980925821,0.03031627692798679,0.0029668089409915113,,0.0,
3,,,0.02331970694934489,0.032842412210213674,0.05634874201519455,0.07559646403582256,,0.0,
4,,,0.044311220172284276,0.04362228983378634,0.06091087214440001,0.05036384211039676,,0.0,
5,,,0.04575584807867818,0.04900237219622996,0.004918562026128342,0.027163012911983545,,0.0,
6,,,0.0,0.0,0.0,0.0,,0.0,
7,,,0.0,0.0,0.0,0.0,,0.0,
8,,,0.08084921761321376,0.07451286549393685,0.034267347167205385,0.03026337443883015,,0.0,
9,,,0.03262747921589049,0.006691237859649571,4.898866792237566e-05,0.052345635061397826,,0.0,
10,,,0.021036220361840153,0.05207134188790841,0.033646421235041135,0.03552209162839849,,0.0,
11,,,0.060825413170251655,0.04145952943793689,0.024810151010549075,0.0930493971742263,,0.0,
12,,,0.0,0.0,0.0,0.0,,0.0,
13,,,0.0,0.0,0.0,0.0,,0.0,
14,,,0.07956738270382116,0.06659834444065453,0.0014566299884076319,0.025270132484887985,,0.0,
15,,,0.018536591766396274,0.05844114330868174,0.015275420732967759,0.0584307704604864,,0.0,
16,,,0.0,0.0,0.0,0.0,,0.0,
17,,,0.0,0.0,0.0,0.0,,0.0,
18,,,0.012174432199222393,0.0197575775229998,0.030998593896962138,0.006961649959896433,,0.0,
19,,,0.059868423119155204,0.028367855991235,0.111067404921944,0.06422659598890408,,0.0,
20,,,0.008748286799262798,0.06323332578527094,0.013087514866317818,0.027501252947297727,,0.0,
21,,,0.019412636590805235,0.0549139477838009,0.04928231268598261,0.032616828827352014,,0.0,
22,,,0.0,0.022057385713270077,0.0136944778660835,0.016752734570321903,,0.0,
23,,,0.033595492493367775,0.0862909607191114,0.0015172265619663842,0.04184547222543024,,0.0,
24,,,0.1721919758326605,0.06878993423004295,0.23063222269173045,0.14300146760468824,,-0.0,
25,,,0.1568257138906603,0.08335330964192277,0.14264040703656955,0.06409274495612348,,0.0016683126044674183,
26,,,0.07010906478623372,0.0508633339264664,0.06505386035340581,0.05987665129734157,,-0.0,
