,Random,Trivial,RBF-SVM,RF,ExtraTrees,AdaBoost,GradBoost,GP,LogisticReg,MLP,MLP-big
0,,,,0.01746764140534642,0.011346390353980666,0.029874041210243906,0.06087771263823694,,-38.97515351568294,,
1,,,,0.05738283746994245,0.040293332484184936,0.03937573310162229,0.022735064952285763,,-70.88029674349204,,
2,,,,0.0,0.008441233899989267,0.018759435275102605,0.0002724991887779332,,2.9076922750711214,,
3,,,,0.03398826275536586,0.03382298867226413,0.022328629697652765,0.011577962140787606,,-1.510867153940197,,
4,,,,0.00366195453616205,0.00983453119230871,0.005713735205245362,0.004836625548765856,,-12.960045059212016,,
5,,,,0.012640664763647818,0.013259096517822774,0.054425469434856856,0.03812229255852712,,-82.11763059854204,,
6,,,,0.0732964669335798,0.016817640480612454,0.05525516818598586,0.20906590639549488,,174.46008092568246,,
7,,,,0.00019098256485479886,0.008623104718104884,0.018044335647086313,0.007798657059066459,,2.9478045146901803,,
8,,,,0.02106412593221965,0.02952809465866844,0.02107607306570396,0.0,,-3.821601721093242,,
9,,,,0.017688614732560056,0.018405471517282668,0.035415972406453916,0.06852414228199949,,7.7341159726562285,,
10,,,,0.011594832592505438,0.010108986105128902,0.010418527336572486,0.0032121609539432407,,58.11722499811396,,
11,,,,0.015105194913326014,0.02877455493109931,0.018483967322443985,0.0030282241496718248,,247.15606064681177,,
12,,,,0.0008608456034203159,0.007232960557966318,0.008983668804258762,0.0,,-6.582051674566929,,
13,,,,0.012772772593576393,0.009226444295321027,0.020810657240132112,0.009157236255019187,,-2.36519556008944,,
14,,,,0.02148892866705355,0.023250269863395328,0.018706480256625115,0.01560775210027169,,10.715984305005922,,
15,,,,0.0,0.0,0.0,0.0,,0.0,,
16,,,,0.0,0.0,0.0,0.0,,0.0,,
17,,,,0.0,0.0,0.0,0.0,,0.0,,
18,,,,0.0,0.0,0.0,0.0,,0.0,,
19,,,,0.0,0.0,0.0,0.0,,0.0,,
20,,,,0.006566757363284578,0.0042344349053376005,0.01886111453631037,0.016432785399245316,,-12.879031873873542,,
21,,,,0.055021789153224254,0.05241445512584062,0.03286031323035872,0.023519521626424986,,-86.8607670488155,,
22,,,,0.0,0.00339007825514481,0.008332016537039138,0.02443314941553975,,2.564731404322209,,
23,,,,0.057925122682374916,0.04476312216541173,0.010360957177749607,0.004820455110209136,,-2.0983845939361783,,
24,,,,0.00893218903449394,0.023765947046717948,0.010114756497468532,0.0,,-16.552383374779975,,
25,,,,0.007801962723609701,0.010853066586551394,0.011273628324774678,0.0,,63.8298648552324,,
26,,,,0.010489212713026375,0.05320739488234201,0.0226202832265432,0.004519488019974513,,229.15213768159032,,
27,,,,0.00043392810191020877,0.0,0.0028437073634479284,0.0,,1.031982702190582,,
28,,,,0.03689353809012065,0.03977787891771457,0.009032617623651248,0.0,,-2.7070093547309066,,
29,,,,0.0031811035171730694,0.033528661667714725,0.03991384710062523,0.0031166804496365755,,-26.895641636111687,,
30,,,,0.0,0.0,0.0,0.0,,0.0,,
31,,,,0.0,0.0,0.0,0.0,,0.0,,
32,,,,0.0,0.0,0.0,0.0,,0.0,,
33,,,,0.0,0.0,0.0,0.0,,0.0,,
34,,,,0.0,0.0,0.0,0.0,,0.0,,
35,,,,0.03422322812191865,0.014022134360968119,0.018542617198510594,0.0,,-45.00059362094815,,
36,,,,0.01810733028333455,0.01898252748926194,0.015434929902448968,0.005937015101040233,,-127.50806893212798,,
37,,,,0.0018387079430637436,0.004439049538750633,0.00836145001827864,0.0,,-1.5827847923565146,,
38,,,,0.04987199333490973,0.05486724552894643,0.028224318603122474,0.002034731832372047,,-2.254730056730342,,
39,,,,0.002806659424290384,0.02217299063595975,0.01628068340363136,0.0,,-15.043689050470947,,
40,,,,0.0,0.0,0.0,0.0,,0.0,,
41,,,,0.0,0.0,0.0,0.0,,0.0,,
42,,,,0.0,0.0,0.0,0.0,,0.0,,
43,,,,0.0,0.0,0.0,0.0,,0.0,,
44,,,,0.0,0.0,0.0,0.0,,0.0,,
45,,,,0.016480792405880785,0.004339530849406669,0.0035258956384147814,0.006894837295586417,,55.85156662558565,,
46,,,,0.016232641537845642,0.061014881511590194,0.024173342850558787,0.01188690647974791,,-436.94243524258343,,
47,,,,0.0,0.007753565879540909,0.0,0.0,,-8.057982298834327,,
48,,,,0.01616374563643662,0.026942627751489374,0.010988827941917282,0.001960856322945988,,5.331649781917413,,
49,,,,0.017821404090664718,0.028756584706810258,0.014085539268970318,0.003530463120697207,,48.84069115114217,,
50,,,,0.030125192820838094,0.009245034008588402,0.052656630145604046,0.09620698155645552,,269.39467076094496,,
51,,,,0.0443901471473632,0.014173913102183503,0.057327687154973404,0.06315193041389064,,698.4860983250826,,
52,,,,0.00024949984280836306,0.0053633816536102505,0.02463678868238513,0.0016745024721987948,,15.107807371852461,,
53,,,,0.07441818944430016,0.05523361942369707,0.027649489952697802,0.1863575500547026,,1.9411187851597302,,
54,,,,0.010601737181192974,0.01417996750504188,0.016822236391813582,0.0038766108486131584,,9.743797721817158,,
55,,,,0.015863304796817402,0.0457208155928638,0.028263400563466202,0.013492784549615453,,-7.232211323953875,,
56,,,,0.0566001332644633,0.02630049585009172,0.01420514147087083,0.026212890085093123,,-5.868852256727476,,
57,,,,0.00016938497987729537,0.0020939837956032575,0.02170365538272284,0.01258758973797884,,-1.1745430938900758,,
58,,,,0.09759368253821477,0.019045344816862892,0.013884305805368344,0.002081349601054226,,0.8309498100607179,,
59,,,,0.002083617170479625,0.015065641521470882,0.012205505974679827,0.002327632361355574,,8.383780103422154,,
60,,,,0.0002995644951005692,0.0016867057955435374,0.003835197306168616,0.0007177004595583119,,-0.024359892282128797,,
61,,,,0.005506022600601661,0.009307205042545202,0.03955436656673551,0.02396109795777756,,-0.004534220428299013,,
62,,,,0.0021032920968194614,0.004392613838268149,0.0037528539687057155,0.0034482535054382213,,-0.01835490096051436,,
