,Random,Trivial,RBF-SVM,RF,ExtraTrees,AdaBoost,GradBoost,GP,LogisticReg,MLP
0,,,,0.06372334072676526,0.1068189901428693,0.03607005941941166,0.13010307410592206,,0.0,
1,,,,0.008166509954578863,0.1701924025293538,0.10160387759267589,0.011647295169327216,,0.0,
2,,,,0.02551511192587579,0.025034048757384537,0.0,0.018820338741997802,,0.0,
3,,,,0.06789680304431614,0.028138603830218333,0.0575858464648243,0.10453366354747413,,0.0,
4,,,,0.02766752978147128,0.04035110089485732,0.10620216517438852,0.007964551514900277,,0.0,
5,,,,0.0709921616423874,0.01043950625240381,0.055127172632422894,0.06389299289181231,,0.0,
6,,,,0.0,0.0,0.0,0.0,,0.0,
7,,,,0.0,0.0,0.0,0.0,,0.0,
8,,,,0.047316546365953276,0.09459814511891348,0.014946655370185958,0.08472279414413351,,0.0,
9,,,,0.022295825250261775,0.049829097711770645,0.10275658311412561,0.05656991846947976,,0.0,
10,,,,0.1651918890425699,0.041007269936549226,0.00702029883462178,0.028842862973187607,,0.0,
11,,,,0.08814666130291463,0.039838046776798516,0.09036852922091228,0.10073811028341144,,0.0,
12,,,,0.0,0.0,0.0,0.0,,0.0,
13,,,,0.0,0.0,0.0,0.0,,0.0,
14,,,,0.024273272739530404,0.08465614727271162,0.05612050296309691,0.03341044900411176,,0.0,
15,,,,0.0034973795909671304,0.0035083815454157513,0.03440295970818252,0.006259745084261555,,0.0,
16,,,,0.0,0.0,0.0,0.0,,0.0,
17,,,,0.0,0.0,0.0,0.0,,0.0,
18,,,,0.07685196722480822,0.04955996659851734,0.007332716788806269,6.378806377652666e-05,,0.0,
19,,,,0.04616400915248347,0.04989416075702854,0.03644321042266763,0.08482857348599544,,0.0,
20,,,,0.04005565054950427,0.016901135344979817,0.0,0.009943254235001869,,0.0,
21,,,,0.021918939655050047,0.0030040419272330332,0.03475497690715833,0.011407060779012044,,0.0,
22,,,,0.00988814787833807,0.007918879465403957,0.00038830885953313376,0.01954765622127761,,0.0,
23,,,,0.0503678849898123,0.10385919518670592,0.024030537639153644,0.015970138288963653,,0.0,
24,,,,0.046535683733840615,0.009574551650740467,0.10392538478770694,0.02354355547125724,,0.0,
25,,,,0.08461492684306553,0.039332075889162266,0.04816300197074904,0.1870912325986502,,-0.010814382807635903,
26,,,,0.008919758605505635,0.025544252410982314,0.08275721212937674,9.894492604604607e-05,,0.014104980860469447,
