,Mean,Median,RF,ExtraTrees,GradBoost,AdaBoost,GP,ElasticNet,MLP
0,,,0.05289630742187298,0.03448676082836088,0.0855994889029032,0.0847382504198942,,0.0,
1,,,0.03656334946402104,0.07049450179489589,0.037128206916539154,0.07175926253202196,,0.0,
2,,,0.025382457961278682,0.04453952258701179,0.059250081872209516,0.032201221031325715,,0.0,
3,,,0.009463751859431362,0.01691322575823253,0.02978265096293325,0.031083151919699306,,0.0,
4,,,0.023863785409622452,0.053284106728467395,0.0367590155087175,0.05183703392073876,,0.0,
5,,,0.006500451687692961,0.03570123579354409,0.029763372713801167,0.04523146616682766,,0.0,
6,,,0.0,0.0,0.0,0.0,,0.0,
7,,,0.0,0.0,0.0,0.0,,0.0,
8,,,0.08592341465141867,0.08168696397735173,0.033823750841610496,0.02697126539363639,,0.0,
9,,,0.056257526950347046,0.07253144669671582,0.05039582502881201,0.060364104138423275,,0.0,
10,,,0.02744212227006748,0.00476824776950719,0.02043642472585721,0.020820550710042195,,0.0,
11,,,0.1285820182033049,0.02038980850556258,0.21711105166955916,0.08348992927176167,,0.0,
12,,,0.0,0.0,0.0,0.0,,0.0,
13,,,0.0,0.0,0.0,0.0,,0.0,
14,,,0.03063254744201488,0.06748339987242781,0.06682344269247072,0.06880124532373472,,0.0,
15,,,0.028638480597334988,0.02523736192986432,0.015722573198695695,0.04193853131255235,,0.0,
16,,,0.0,0.0,0.0,0.0,,0.0,
17,,,0.0,0.0,0.0,0.0,,0.0,
18,,,0.0029515684185841542,0.019399098226302692,0.015239635332450544,0.028750830149097018,,0.0,
19,,,0.050878476030887035,0.10964779393396598,0.03748122490420285,0.041673712962438256,,0.0,
20,,,0.03093473786814991,0.033413786058401375,0.05388301072092082,0.02600805952114952,,0.0,
21,,,0.01624135252592014,0.13062820282035476,0.01264481581217621,0.0586489326842203,,0.0,
22,,,0.008760554081735605,0.03524045603487954,0.0015110671181285107,0.016441165254897572,,0.0,
23,,,0.054271658800968216,0.01569477663726185,0.023826867676464837,0.03135919337017952,,0.0,
24,,,0.043505900841938706,0.03792764339885195,0.00865162099345653,0.05775472955519454,,-0.0,
25,,,0.24414200393122032,0.06752278191768209,0.146680852496305,0.08599886917499892,,0.00306029095519855,
26,,,0.03616753358218845,0.023008878730357753,0.017485019911785755,0.03412849518716611,,-0.0,
