,Mean,Median,RF,ExtraTrees,GradBoost,AdaBoost,GP,ElasticNet,MLP,MLP_big
0,,,0.04194946458527883,0.09276012218002512,0.07689971550285017,0.02324883049793941,,0.0,,
1,,,0.0048464935577815504,0.028025674903312002,0.008214139004324049,0.03736109788565689,,-0.0,,
2,,,0.2043649184735362,0.07425342269520137,0.22293030127002844,0.254218229115029,,0.0,,
3,,,0.02024242989583437,0.032286713672908716,0.05977771869340302,0.0898551168572947,,0.0,,
4,,,0.0018420763057374258,0.09776243392032741,0.011167980707278013,0.01327242757556174,,0.0,,
5,,,0.03187978840259662,0.03438765667370273,0.022273967898966178,0.0427108398322368,,-0.0,,
6,,,0.0,0.0,0.0,0.0,,0.0,,
7,,,0.0,0.0,0.0,0.0,,0.0,,
8,,,0.026119273919207375,0.05872156939604055,0.00825402054515157,0.02256195258665297,,0.0,,
9,,,0.0045190284806127185,0.0135382280319616,0.013093881310645396,0.0051405994770475855,,-0.0,,
10,,,0.08850295061650314,0.06535879750031343,0.02054399970579897,0.0,,0.0,,
11,,,0.013362357011798229,0.027647757019546637,0.04307679841623463,0.015076332567277424,,-0.0,,
12,,,0.0,0.0,0.0,0.0,,0.0,,
13,,,0.0,0.0,0.0,0.0,,0.0,,
14,,,0.07097235453838464,0.10467743770745863,0.05930129383178183,0.032010629769917344,,0.0,,
15,,,0.0725657163502357,0.031045741656760356,0.0476459964294572,0.05950347162880333,,-0.0,,
16,,,0.0,0.0,0.0,0.0,,0.0,,
17,,,0.0,0.0,0.0,0.0,,0.0,,
18,,,0.21565992912970416,0.05648194529882121,0.05639579437031099,0.11472971601930781,,0.0,,
19,,,0.005919743345305159,0.01789709037220261,0.017427793935274025,0.008731250290614816,,-0.0,,
20,,,0.06424435993641534,0.0742325091569737,0.1757893205133862,0.12722005437337353,,0.0,,
21,,,0.022487180651721554,0.057357049741355914,0.053961103732171604,0.030764063958410883,,-0.0,,
22,,,0.019039856428664747,0.0964719339946887,0.009798386124779308,0.028380440648820088,,0.007652833033501978,,
23,,,0.06550026456600774,0.019983444917991686,0.037346505823380775,0.0,,-0.0,,
24,,,0.0,0.0015393642130359258,0.006187839202436192,0.0068306254746610595,,-0.0003044094266081056,,
25,,,0.022878402232571766,0.011701719223446637,0.04456706281749176,0.07910327650813719,,0.0,,
26,,,0.0031034115721027223,0.0038693877239251197,0.0053463801648496595,0.009281044933257413,,0.00013268275402484423,,
